design_id,status_ok,scenario_tag,error_msg,wing_span,wing_AR,wing_chord,dihedral,htail_span,htail_AR,htail_incidence,vtail_height,vtail_AR,tail_arm,nose_x,n_ducks,n_pucks,mass_kg,Sref,Cref,Bref,CG_x_m,CG_z_m,CG_pct,Ixx,Iyy,Izz,Ixz,Vht,Vvt,CL_cruise,alpha_deg,elevator_deg,CL,CDtot,CDi,span_eff_e,Xnp_m,SM_pct,CLa,Cma,CYb,Clb,Cnb,CLq,Cmq,CYp,CYr,Clp,Clr,Cnp,Cnr,spiral_ratio,ph_sigma,ph_omega,ph_t2,sp_sigma,sp_omega,sp_t2,dr_sigma,dr_omega,dr_t2,roll_sigma,roll_omega,roll_t2,spiral_sigma,spiral_omega,spiral_t2,flag_pitch_unstable,flag_low_SM,flag_high_SM,flag_high_trim,flag_directional_unstable,flag_weak_directional,flag_bad_dihedral_effect,flag_spiral_unstable,flag_dutch_unstable,flag_high_drag,flag_slow_or_heavy,badness_score,fixability_score
11,1,pitch_unstable_aft_or_weak_tail,,1.2,3,0.4,0,0.2,2.5,-2,0.1,1.5,0.95,-0.2,3,1,3.761384,0.48,0.4,1.2,0.0727634865251726,-0.00870690150221302,18.1908716312932,0.117360478975803,0.150555317801825,0.266841132159356,0.0058205041836994,0.0791666666666667,0.0109953703703704,0.172163792726967,-1.21649,-27.14071,0.17216,0.00909,0.008652,NaN,0.092678,4.97862836870684,3.149599,0.264309,-0.026227,-0.001961,0.019984,3.231898,-1.320376,-0.003691,0.041794,-0.273667,0.054691,-0.001895,-0.033652,0.0603795940154878,0.577442043025156,0,1.20037532585716,-4.08874249364103,3.2357799409281,9999,-0.255737996588551,3.24422889579021,9999,-502.111388937043,0,9999,0.0675654068984248,0,10.2589063306019,1,1,0,1,0,1,0,1,0,0,0,9.5,7.25
12,1,pitch_unstable_aft_or_weak_tail,,1.2,3,0.4,0,0.2,2.5,-2,0.1,1.5,0.95,-0.05,3,1,3.704834,0.48,0.4,1.2,0.13624049390607,-0.0088398022691435,34.0601234765174,0.117356126475686,0.0850863335946869,0.201376500452335,0.00365250117542378,0.0791666666666667,0.0109953703703704,0.169575420340976,-1.26192,-27.22043,0.16958,0.00903,0.0085971,NaN,0.092653,-10.8968734765174,3.149834,0.264525,-0.026222,-0.001977,0.019978,3.232172,-1.320317,-0.003723,0.041784,-0.273704,0.054181,-0.00178,-0.033608,0.0613833113104062,0.567975240319247,0,1.22038274092783,-4.14480567950979,3.34632704692115,9999,-0.255355630649691,3.2440559513758,9999,-503.364214499138,0,9999,0.0668542288229815,0,10.3680379351212,1,1,0,1,0,1,0,1,0,0,0,9.5,7.25
13,1,excessive_trim_required,,1.2,3,0.4,0,0.2,2.5,-2,0.17,1.5,0.5,-0.35,3,1,3.5684684,0.48,0.4,1.2,-0.0131535758029971,-0.00917760684107501,-3.28839395074928,0.117345063375955,0.189424641880813,0.305670976158191,0.00725359539245184,0.0416666666666667,0.016724537037037,0.163333776601999,-0.24487,-66.9659,0.16333,0.02943,0.0280013,NaN,0.090931,26.0211439507493,3.118545,-0.021103,-0.072957,-0.005923,0.031164,3.64159,-0.940603,-0.011746,0.071079,-0.273612,0.066605,-0.000538,-0.033327,0.0950994326085861,-0.0208022205829041,0.380965698735969,9999,-1.4283074299286,0,9999,-0.422257674144111,5.22861618008114,9999,-556.847802418746,0,9999,0.0791115568664605,0,8.76164252120548,0,0,1,1,0,0,0,1,0,0,0,4.5,3.75
14,1,excessive_trim_required,,1.2,3,0.4,0,0.2,2.5,-2,0.17,1.5,0.5,-0.2,3,1,3.5119184,0.48,0.4,1.2,0.0512191941589531,-0.00932538751469852,12.8047985397383,0.117340223558894,0.0984298626516503,0.21468103674609,0.00511492860870571,0.0416666666666667,0.016724537037037,0.160745404216007,-0.29272,-66.95458,0.16074,0.02935,0.027931,NaN,0.090903,9.92095146026172,3.118836,-0.020886,-0.072956,-0.00595,0.031158,3.641913,-0.940536,-0.011806,0.071068,-0.273666,0.066071,-0.000418,-0.033274,0.0961704227231803,-0.0224228099743926,0.377133043435749,9999,-1.41928264601826,0,9999,-0.422213473867614,5.22787395681116,9999,-557.526745432868,0,9999,0.0783726636494576,0,8.84424681111042,0,0,0,1,0,0,0,1,0,0,0,3.5,3.5
15,1,low_static_margin,,1.2,3,0.4,0,0.2,2.5,-2,0.17,1.5,0.5,-0.05,3,1,3.4553684,0.48,0.4,1.2,0.115244117067228,-0.00947800529749592,28.811029266807,0.117335225326507,0.0416353591273122,0.157891531454139,0.00296486983395171,0.0416666666666667,0.016724537037037,0.158157031830016,-0.34054,-66.94338,0.15816,0.02926,0.0278623,NaN,0.090875,-6.09227926680699,3.119119,-0.020668,-0.072955,-0.005978,0.031153,3.642233,-0.940468,-0.011865,0.071057,-0.273719,0.065537,-0.000298,-0.033222,0.0972736589381757,-0.0240907218217299,0.37323359080135,9999,-1.41056501114922,0,9999,-0.422206509098041,5.22709655376475,9999,-557.872186066274,0,9999,0.0776327872745024,0,8.92853657448934,0,1,0,1,0,0,0,1,0,0,0,5.5,4.75
16,1,pitch_unstable_aft_or_weak_tail,,1.2,3,0.4,0,0.2,2.5,-2,0.17,1.5,0.65,-0.35,3,1,3.6572684,0.48,0.4,1.2,-0.00508052939182695,-0.00895477072451122,-1.27013234795674,0.117352361258772,0.209509943894516,0.325748980289077,0.00751798766241767,0.0541666666666667,0.0217418981481482,0.167398276476023,-0.76785,-48.46939,0.1674,0.01805,0.01723,NaN,0.091328,24.1021323479567,3.134992,0.077721,-0.07482,-0.007018,0.040459,3.49443,-1.000436,-0.01293,0.089759,-0.274339,0.064467,0.001792,-0.050967,0.137135479682385,0.395100349610894,0,1.75435729490641,-4.22917340811659,1.81031831353828,9999,-0.506722642204637,5.46345771544622,9999,-538.549629318523,0,9999,0.0728856941374034,0,9.51005802665789,1,0,0,1,0,0,0,1,0,0,0,6.5,5.75
17,1,pitch_unstable_aft_or_weak_tail,,1.2,3,0.4,0,0.2,2.5,-2,0.17,1.5,0.65,-0.2,3,1,3.6007184,0.48,0.4,1.2,0.0590093744626072,-0.00909540718318878,14.7523436156518,0.117347755414751,0.115197654520584,0.231441296759167,0.00537005701365039,0.0541666666666667,0.0217418981481482,0.164809904090031,-0.81439,-48.50281,0.16481,0.01799,0.0171766,NaN,0.091302,8.07315638434819,3.135243,0.077936,-0.074814,-0.007051,0.04045,3.494727,-1.000375,-0.013002,0.089742,-0.274389,0.063959,0.001923,-0.050913,0.138758377174995,0.389964377985427,0,1.77746281375949,-4.2855329110671,1.8672621201592,9999,-0.506811853602039,5.46285630910521,9999,-539.603730559575,0,9999,0.0721658661512332,0,9.60491735950849,1,0,0,1,0,0,0,1,0,0,0,6.5,5.75
18,1,pitch_unstable_aft_or_weak_tail,,1.2,3,0.4,0,0.2,2.5,-2,0.17,1.5,0.65,-0.05,3,1,3.5441684,0.48,0.4,1.2,0.122751119952427,-0.00924053157293542,30.6877799881067,0.117343002590986,0.0553831449849326,0.17163154004728,0.00321072417844197,0.0541666666666667,0.0217418981481482,0.16222153170404,-0.86094,-48.53631,0.16222,0.01793,0.0171246,NaN,0.091275,-7.86902998810667,3.135487,0.078152,-0.074808,-0.007084,0.040441,3.49502,-1.000314,-0.013074,0.089724,-0.274439,0.063451,0.002053,-0.050859,0.140406111601641,0.384816873642434,0,1.80123905170543,-4.34343097056523,1.92281657742579,9999,-0.506930572508958,5.46213327090374,9999,-540.393306523037,0,9999,0.0714462068372568,0,9.70166522820205,1,1,0,1,0,0,0,1,0,0,0,8.5,7
19,1,pitch_unstable_aft_or_weak_tail,,1.2,3,0.4,0,0.2,2.5,-2,0.17,1.5,0.8,-0.35,3,1,3.7460684,0.48,0.4,1.2,0.00390113015555192,-0.00874249920263068,0.97528253888798,0.117359313151114,0.23634577678264,0.352577861284859,0.00781213701259432,0.0666666666666667,0.0267592592592593,0.171462776350046,-1.02227,-35.8703,0.17146,0.01228,0.0117042,NaN,0.091976,22.018717461112,3.14403,0.175201,-0.076143,-0.007672,0.049841,3.353547,-1.125474,-0.013871,0.108597,-0.274732,0.064536,0.004114,-0.073266,0.174752052172991,0.518155716605269,0,1.33771983661812,-4.10209476722194,2.95283543530446,9999,-0.588348336740979,5.54651080169768,9999,-518.733511878492,0,9999,0.069720656294999,0,9.94177647478146,1,0,0,1,0,0,0,1,0,0,0,6.5,5.75
20,1,pitch_unstable_aft_or_weak_tail,,1.2,3,0.4,0,0.2,2.5,-2,0.17,1.5,0.8,-0.2,3,1,3.6895184,0.48,0.4,1.2,0.0677357105469375,-0.0088764972685866,16.9339276367344,0.117354924714454,0.138136578241863,0.254373051180743,0.0056558445204122,0.0666666666666667,0.0267592592592593,0.168874403964055,-1.06812,-35.93248,0.16887,0.01222,0.0116519,NaN,0.09195,6.05357236326562,3.144271,0.175415,-0.076133,-0.007711,0.049829,3.353832,-1.125417,-0.013957,0.108573,-0.274782,0.064052,0.00426,-0.073206,0.176865250730596,0.510267038006728,0,1.35840085471248,-4.1574626416929,3.04418204826491,9999,-0.588508952083382,5.54609957444862,9999,-520.044078729607,0,9999,0.0690116144470786,0,10.043920666303,1,0,0,1,0,0,0,1,0,0,0,6.5,5.75
21,1,pitch_unstable_aft_or_weak_tail,,1.2,3,0.4,0,0.2,2.5,-2,0.17,1.5,0.8,-0.05,3,1,3.6329684,0.48,0.4,1.2,0.131222693927093,-0.00901466690434192,32.8056734817732,0.117350399658883,0.0747239671572547,0.190964965151705,0.00348816822611229,0.0666666666666667,0.0267592592592593,0.166286031578063,-1.11394,-35.99471,0.16629,0.01216,0.0116012,NaN,0.091925,-9.82442348177321,3.144506,0.17563,-0.076124,-0.007751,0.049817,3.354114,-1.125359,-0.014042,0.10855,-0.274832,0.063568,0.004406,-0.073146,0.179032633589453,0.50246023913553,0,1.37950652921809,-4.2141015723034,3.13464131167893,9999,-0.588687704558951,5.54557888806634,9999,-521.148451313949,0,9999,0.0683007703326452,0,10.1484533363842,1,1,0,1,0,0,0,1,0,0,0,8.5,7
22,1,pitch_unstable_aft_or_weak_tail,,1.2,3,0.4,0,0.2,2.5,-2,0.17,1.5,0.95,-0.35,3,1,3.8348684,0.48,0.4,1.2,0.0137282834529602,-0.00854005837592758,3.43207086324006,0.117365943088188,0.270803095154574,0.387028549719719,0.00813397628308445,0.0791666666666667,0.0317766203703704,0.17552727622407,-1.16099,-26.8698,0.17553,0.00912,0.0086742,NaN,0.09271,19.7454291367599,3.149365,0.272238,-0.077108,-0.008146,0.059259,3.215129,-1.313428,-0.014669,0.127489,-0.274993,0.065694,0.006455,-0.100027,0.209305974337713,0.597422090943706,0,1.16023024770482,-3.99954934581293,3.06994157106198,9999,-0.659615560787523,5.53510869405193,9999,-500.16787587202,0,9999,0.0679388718810935,0,10.2025123668978,1,0,0,1,0,0,0,1,0,0,0,6.5,5.75
23,1,pitch_unstable_aft_or_weak_tail,,1.2,3,0.4,0,0.2,2.5,-2,0.17,1.5,0.95,-0.2,3,1,3.7783184,0.48,0.4,1.2,0.0773321963548652,-0.00866787722284072,19.3330490887163,0.117361757020952,0.16812260413789,0.284352244770271,0.00597012943062183,0.0791666666666667,0.0317766203703704,0.172938903838078,-1.20635,-26.95188,0.17294,0.00906,0.0086178,NaN,0.092685,3.83820091128371,3.149608,0.272453,-0.077097,-0.008193,0.059243,3.215407,-1.313371,-0.014768,0.127459,-0.275045,0.065235,0.00662,-0.099959,0.211907900306716,0.587520808014873,0,1.17978320274641,-4.05463583259398,3.18473702403949,9999,-0.659818411773984,5.53484931858407,9999,-501.643733054209,0,9999,0.0672328185831924,0,10.3096552422871,1,1,0,1,0,0,0,1,0,0,0,8.5,7
24,1,pitch_unstable_aft_or_weak_tail,,1.2,3,0.4,0,0.2,2.5,-2,0.17,1.5,0.95,-0.05,3,1,3.7217684,0.48,0.4,1.2,0.14058979607651,-0.00879958032853415,35.1474490191276,0.117357443744241,0.10053887079914,0.216772824708233,0.00379494082150571,0.0791666666666667,0.0317766203703704,0.170350531452087,-1.25171,-27.03403,0.17035,0.009,0.008563,NaN,0.09266,-11.9824490191276,3.149845,0.272669,-0.077085,-0.008239,0.059228,3.215682,-1.313312,-0.014867,0.127429,-0.275096,0.064776,0.006785,-0.099891,0.214515989859948,0.577764383652742,0,1.19970562425072,-4.11064311441966,3.29785754632595,9999,-0.660045465458916,5.5345297554993,9999,-502.958876743835,0,9999,0.0665298890503642,0,10.4185831429122,1,1,0,1,0,0,0,1,0,0,0,8.5,7
25,1,excessive_trim_required,,1.2,3,0.4,0,0.2,2.5,-2,0.24,1.5,0.5,-0.35,3,1,3.5941836,0.48,0.4,1.2,-0.00824332591134184,-0.00911194408655139,-2.06083147783546,0.117347213831165,0.201614633902543,0.317673453991378,0.00741440607640355,0.0416666666666667,0.0333333333333333,0.16451079717813,-0.22975,-66.70456,0.16451,0.02929,0.0278564,NaN,0.090933,24.7940814778355,3.118639,-0.013337,-0.149683,-0.016829,0.064987,3.625727,-0.931416,-0.031814,0.154893,-0.276516,0.078462,0.00822,-0.070908,0.234027925696197,-0.0482562736679563,0.289174308990272,9999,-1.56985914672935,0,9999,-0.788793703600193,7.48740998324216,9999,-558.539116302843,0,9999,0.078321104903545,0,8.85006897455773,0,0,0,1,0,0,0,1,0,0,0,3.5,3.5
26,1,excessive_trim_required,,1.2,3,0.4,0,0.2,2.5,-2,0.24,1.5,0.5,-0.2,3,1,3.5376336,0.48,0.4,1.2,0.0557400074445245,-0.00925760090021759,13.9350018611311,0.117342443570518,0.108468695713781,0.224532286063263,0.00526298524380818,0.0416666666666667,0.0333333333333333,0.161922424792139,-0.2775,-66.69742,0.16192,0.02921,0.0277883,NaN,0.090905,8.79124813886887,3.118928,-0.013119,-0.149679,-0.016885,0.064971,3.626051,-0.93135,-0.031942,0.154862,-0.276588,0.077958,0.008368,-0.070837,0.236146212873487,-0.0498209765029268,0.284586908045534,9999,-1.56573140521909,0,9999,-0.789780512374031,7.48588140127211,9999,-559.385630350805,0,9999,0.0775922289751367,0,8.93320361736295,0,0,0,1,0,0,0,1,0,0,0,3.5,3.5
27,1,low_static_margin,,1.2,3,0.4,0,0.2,2.5,-2,0.24,1.5,0.5,-0.05,3,1,3.4810836,0.48,0.4,1.2,0.11936541058652,-0.00940799008676494,29.8413526466299,0.117337518324658,0.0497449528037302,0.165813468399072,0.00309984219670852,0.0416666666666667,0.0333333333333333,0.159334052406148,-0.32521,-66.69041,0.15933,0.02913,0.0277216,NaN,0.090877,-7.12210264662992,3.119211,-0.012902,-0.149675,-0.016941,0.064955,3.626372,-0.931284,-0.03207,0.154831,-0.276659,0.077454,0.008517,-0.070766,0.238290787357455,-0.0514056971573472,0.279950700004254,9999,-1.56188792592133,0,9999,-0.79083324356481,7.48417152093521,9999,-559.913764100421,0,9999,0.076863957080187,0,9.01784408310948,0,1,0,1,0,0,0,1,0,0,0,5.5,4.75
28,1,pitch_unstable_aft_or_weak_tail,,1.2,3,0.4,0,0.2,2.5,-2,0.24,1.5,0.65,-0.35,3,1,3.6829836,0.48,0.4,1.2,0.000702287460633849,-0.0088922470358,0.175571865158462,0.117354408909578,0.22719086644619,0.343242491456613,0.00770737491433576,0.0541666666666667,0.0433333333333333,0.168575297052154,-0.75158,-48.23571,0.16858,0.01797,0.0171457,NaN,0.091336,22.6584281348415,3.135025,0.085489,-0.152351,-0.018906,0.083395,3.478574,-0.99212,-0.034219,0.191901,-0.277665,0.080063,0.013497,-0.108172,0.30629692774833,0.411788391597266,0,1.68326061322742,-4.18364063777436,1.9411792697609,9999,-0.971949697121893,7.76070500812303,9999,-540.253751202186,0,9999,0.0722983515041115,0,9.58731653128394,1,0,0,1,0,0,0,1,0,0,0,6.5,5.75
29,1,pitch_unstable_aft_or_weak_tail,,1.2,3,0.4,0,0.2,2.5,-2,0.24,1.5,0.65,-0.2,3,1,3.6264336,0.48,0.4,1.2,0.0644279032711367,-0.00903091125120835,16.1069758177842,0.117349867656523,0.130270980000545,0.246327146264022,0.00554751383212973,0.0541666666666667,0.0433333333333333,0.165986924666163,-0.79805,-48.27246,0.16599,0.01791,0.0170931,NaN,0.091309,6.72027418221583,3.135276,0.085704,-0.15234,-0.018973,0.083374,3.478872,-0.992061,-0.034373,0.19186,-0.277737,0.079599,0.013671,-0.108092,0.309023359492061,0.406307372373244,0,1.70596752038061,-4.23950112352274,2.0026536960462,9999,-0.972976437148006,7.75942306133308,9999,-541.449937172322,0,9999,0.0715884173490095,0,9.68239285387046,1,0,0,1,0,0,0,1,0,0,0,6.5,5.75
30,1,pitch_unstable_aft_or_weak_tail,,1.2,3,0.4,0,0.2,2.5,-2,0.24,1.5,0.65,-0.05,3,1,3.5698836,0.48,0.4,1.2,0.127796327364847,-0.0091739685854183,31.9490818412119,0.117345182528828,0.06807158247658,0.184132433867753,0.00337595472119875,0.0541666666666667,0.0433333333333333,0.163398552280171,-0.84452,-48.30931,0.1634,0.01785,0.017042,NaN,0.091283,-9.12833184121186,3.135522,0.085919,-0.152329,-0.019041,0.083352,3.479167,-0.992001,-0.034526,0.191819,-0.277809,0.079135,0.013844,-0.108013,0.311803617744854,0.400820385250864,0,1.72932117742994,-4.29684615746484,2.0627967610056,9999,-0.974061848725441,7.75792140867613,9999,-542.394929805644,0,9999,0.07087624501211,0,9.77968260651383,1,1,0,1,0,0,0,1,0,0,0,8.5,7
31,1,pitch_unstable_aft_or_weak_tail,,1.2,3,0.4,0,0.2,2.5,-2,0.24,1.5,0.8,-0.35,3,1,3.7717836,0.48,0.4,1.2,0.0105092331384017,-0.00868289474507498,2.62730828460043,0.117361265197099,0.260503263372651,0.376548032095552,0.00802855238528265,0.0666666666666667,0.0533333333333333,0.172639796926178,-1.00541,-35.65673,0.17264,0.01223,0.0116568,NaN,0.091986,20.3691917153996,3.144024,0.182969,-0.154269,-0.020179,0.101974,3.337694,-1.118007,-0.036103,0.229216,-0.278356,0.08378,0.018867,-0.154399,0.364681986959141,0.530087178978318,0,1.30760978202851,-4.0590476867104,2.93221893252496,9999,-1.14024293192468,7.83518630944179,9999,-520.601814110046,0,9999,0.0692416820387938,0,10.010547984256,1,0,0,1,0,0,0,1,0,0,0,6.5,5.75
