design_id,status_ok,scenario_tag,error_msg,wing_span,wing_AR,wing_chord,dihedral,htail_span,htail_AR,htail_incidence,vtail_height,vtail_AR,tail_arm,nose_x,n_ducks,n_pucks,mass_kg,Sref,Cref,Bref,CG_x_m,CG_z_m,CG_pct,Ixx,Iyy,Izz,Ixz,Vht,Vvt,CL_cruise,alpha_deg,elevator_deg,CL,CDtot,CDi,span_eff_e,Xnp_m,SM_pct,CLa,Cma,CYb,Clb,Cnb,CLq,Cmq,CYp,CYr,Clp,Clr,Cnp,Cnr,spiral_ratio,ph_sigma,ph_omega,ph_t2,sp_sigma,sp_omega,sp_t2,dr_sigma,dr_omega,dr_t2,roll_sigma,roll_omega,roll_t2,spiral_sigma,spiral_omega,spiral_t2,flag_pitch_unstable,flag_low_SM,flag_high_SM,flag_high_trim,flag_directional_unstable,flag_weak_directional,flag_bad_dihedral_effect,flag_spiral_unstable,flag_dutch_unstable,flag_high_drag,flag_slow_or_heavy,badness_score,fixability_score
1053,1,low_static_margin,,1.2,3.5,0.342857142857143,0,0.5,2.5,0,0.1,1.5,0.8,-0.05,3,1,3.57324,0.411428571428571,0.342857142857143,1.2,0.139790127019005,-0.0091653513338035,40.772120380543,0.103394470458104,0.129431326971605,0.231781161275407,0.00384018023130097,0.56712962962963,0.0108024691358025,0.19081087595532,-1.06392,-0.36913,0.19081,0.00449,0.0041679,NaN,0.140216,0.124212952790346,3.700517,-0.347516,-0.032351,-0.001273,0.019885,6.4133,-7.631763,-0.004203,0.042024,-0.316103,0.057965,-0.00355,-0.027738,0.030634592797137,-0.854471293968405,0,9999,0.611427354256669,-0.856092572713887,1.13365418758967,-0.234639837738841,3.29531022818623,9999,-513.818018234695,0,9999,0.0642973262100149,0,10.7803422228774,0,1,0,0,0,1,0,1,0,0,0,5,4.25
1054,1,spiral_unstable,,1.2,3.5,0.342857142857143,0,0.5,2.5,0,0.1,1.5,0.95,-0.35,3,1,3.77514,0.411428571428571,0.342857142857143,1.2,0.0229817385877729,-0.00867517496039882,6.70300708810043,0.103410523734333,0.362145483433118,0.46447926446069,0.00850845551017813,0.673466435185185,0.0128279320987654,0.201592328042328,-1.06012,0.72687,0.20159,0.0045,0.0042586,NaN,0.153285,38.0051179118996,3.700977,-0.348078,-0.032398,-0.001374,0.023616,6.7042,-10.373642,-0.004346,0.04948,-0.316103,0.058969,-0.00311,-0.037972,0.0374645138750731,0.264360128986154,0.800813454478299,2.62198079270967,-1.14287263564485,0,9999,-0.257132619032774,3.28733939198191,9999,-493.872405683027,0,9999,0.0649251510363901,0,10.6760965434095,0,0,1,0,0,0,0,1,0,0,0,3,3
1055,1,spiral_unstable,,1.2,3.5,0.342857142857143,0,0.5,2.5,0,0.1,1.5,0.95,-0.2,3,1,3.71859,0.411428571428571,0.342857142857143,1.2,0.0878457469972572,-0.00880710161647291,25.6216762075334,0.103406203136346,0.252597783866014,0.354935885491573,0.00638587678558875,0.673466435185185,0.0128279320987654,0.198572560258671,-1.10853,0.73982,0.19857,0.00439,0.004154,NaN,0.153255,19.0776987924666,3.701324,-0.347778,-0.032396,-0.001394,0.023613,6.704647,-10.373306,-0.004388,0.049474,-0.316145,0.058361,-0.002969,-0.037927,0.0383651917808708,0.273296270575347,0.802121549228697,2.53624822285618,-1.12006177898725,0,9999,-0.2567749568999,3.28746781570168,9999,-495.120589326977,0,9999,0.0641851948712344,0,10.7991754477105,0,0,0,0,0,0,0,1,0,0,0,2,2
1056,1,low_static_margin,,1.2,3.5,0.342857142857143,0,0.5,2.5,0,0.1,1.5,0.95,-0.05,3,1,3.66204,0.411428571428571,0.342857142857143,1.2,0.152396711133908,-0.00894310275147186,44.4490407473898,0.103401749099175,0.177886245948497,0.280228801611226,0.00425304586106406,0.673466435185185,0.0128279320987654,0.195552792475015,-1.15695,0.75276,0.19555,0.00429,0.0040509,NaN,0.153224,0.241292585943504,3.701662,-0.347478,-0.032394,-0.001414,0.023611,6.705087,-10.372964,-0.00443,0.049468,-0.316187,0.057753,-0.002827,-0.037882,0.0392819808211431,0.282555598520803,0.803249057464249,2.45313553930134,-1.09755430567322,0,9999,-0.256425114774839,3.28760456216655,9999,-496.194077969689,0,9999,0.0634456727341543,0,10.9250505304644,0,1,0,0,0,0,0,1,0,0,0,4,4
1057,1,spiral_unstable,,1.2,3.5,0.342857142857143,0,0.5,2.5,0,0.17,1.5,0.5,-0.35,3,1,3.5256744,0.411428571428571,0.342857142857143,1.2,-0.0110317732976252,-0.00928900297769981,-3.21760054514068,0.103390420866766,0.218609286549989,0.320908274765128,0.00739451299593135,0.354456018518519,0.0195119598765432,0.188270874779541,-0.42304,-4.48458,0.18827,0.00657,0.0055885,NaN,0.114724,36.6787672118074,3.704442,-0.343035,-0.093245,-0.006039,0.03673,5.866643,-3.601582,-0.014621,0.084279,-0.316768,0.067871,-0.001064,-0.03594,0.0870638616363004,-0.678209050496588,0,9999,2.01336749921796,0,0.344272558700376,-0.414276359780637,5.30947222690114,9999,-548.795107758706,0,9999,0.0704014898798375,0,9.84563226918948,0,0,1,0,0,0,0,1,0,0,0,3,3
1058,1,spiral_unstable,,1.2,3.5,0.342857142857143,0,0.5,2.5,0,0.17,1.5,0.5,-0.2,3,1,3.4691244,0.411428571428571,0.342857142857143,1.2,0.0542744575582948,-0.00944042248816445,15.8300501211693,0.103385461877798,0.125109584179815,0.227413531383922,0.00528641705646273,0.354456018518519,0.0195119598765432,0.185251106995885,-0.47299,-4.46163,0.18525,0.00646,0.0054924,NaN,0.114693,17.6220748788307,3.704793,-0.342725,-0.093241,-0.006073,0.036722,5.86708,-3.601368,-0.014694,0.084262,-0.316824,0.067245,-0.000921,-0.035884,0.0882506280779879,-0.665406163811971,0,9999,2.13709099182385,0,0.324341445082034,-0.414410940142456,5.30857558036346,9999,-549.200840156664,0,9999,0.06965134651862,0,9.9516694967935,0,0,0,0,0,0,0,1,0,0,0,2,2
1059,1,low_static_margin,,1.2,3.5,0.342857142857143,0,0.5,2.5,0,0.17,1.5,0.5,-0.05,3,1,3.4125744,0.411428571428571,0.342857142857143,1.2,0.119259416212737,-0.00959686036442165,34.7839963953816,0.103380338537351,0.0656621792750196,0.167971249819573,0.0031677994523957,0.354456018518519,0.0195119598765432,0.182231339212228,-0.52294,-4.4387,0.18223,0.00636,0.0053979,NaN,0.114661,-1.34120472871491,3.705136,-0.342416,-0.093237,-0.006106,0.036714,5.867511,-3.601152,-0.014767,0.084246,-0.316879,0.066619,-0.000777,-0.035828,0.0894436580497923,-0.652900639966237,0,9999,2.25298069002828,0,0.307657843508301,-0.414590037825064,5.30754994291257,9999,-549.263158982048,0,9999,0.0689029591711336,0,10.0597592454394,0,1,0,0,0,0,0,1,0,0,0,4,4
1060,1,spiral_unstable,,1.2,3.5,0.342857142857143,0,0.5,2.5,0,0.17,1.5,0.65,-0.35,3,1,3.6144744,0.411428571428571,0.342857142857143,1.2,0.00112530825211763,-0.00906079179866373,0.328214906867642,0.103397894782879,0.261150091999833,0.363441606298858,0.00779265741668542,0.460792824074074,0.0253655478395062,0.193012791299236,-0.77668,-1.97911,0.19301,0.00524,0.0047308,NaN,0.127332,36.8102850931324,3.699823,-0.338146,-0.093442,-0.007037,0.047445,6.116088,-5.35823,-0.015478,0.105682,-0.31704,0.067251,0.00131,-0.056058,0.123633439842556,-0.767015632720959,0,9999,0.949145093168634,-0.754008811221993,0.730285796712004,-0.501884955913649,5.53220795406148,9999,-530.504840271761,0,9999,0.0669520753803739,0,10.3528856517438,0,0,1,0,0,0,0,1,0,0,0,3,3
1061,1,spiral_unstable,,1.2,3.5,0.342857142857143,0,0.5,2.5,0,0.17,1.5,0.65,-0.2,3,1,3.5579244,0.411428571428571,0.342857142857143,1.2,0.0661868851355227,-0.00920480491378625,19.3045081645275,0.103393178353359,0.162146778738857,0.264443009467403,0.00567654905961694,0.460792824074074,0.0253655478395062,0.189993023515579,-0.82585,-1.96123,0.18999,0.00514,0.0046324,NaN,0.127301,17.8249501688059,3.700165,-0.337842,-0.093438,-0.007078,0.047436,6.116523,-5.357988,-0.015568,0.105664,-0.317095,0.06665,0.001469,-0.055999,0.125366821720609,-0.751721054503295,0,9999,0.97544173524039,-0.726602238818541,0.710598240282517,-0.502081273093036,5.53159753645196,9999,-531.324199799131,0,9999,0.0662134379545827,0,10.4683762386027,0,0,0,0,0,0,0,1,0,0,0,2,2
1062,1,low_static_margin,,1.2,3.5,0.342857142857143,0,0.5,2.5,0,0.17,1.5,0.65,-0.05,3,1,3.5013744,0.411428571428571,0.342857142857143,1.2,0.130927435037498,-0.00935346988314075,38.1871685526037,0.103388309575613,0.0975066253603153,0.199807724866607,0.00354992706890664,0.460792824074074,0.0253655478395062,0.186973255731922,-0.87502,-1.94337,0.18697,0.00504,0.0045357,NaN,0.127269,-1.06704355260365,3.7005,-0.337537,-0.093433,-0.00712,0.047427,6.116952,-5.357742,-0.015658,0.105645,-0.317149,0.066049,0.001627,-0.055942,0.127152844971652,-0.73680087580932,0,9999,1.00214288569476,-0.696336622960504,0.69166502147985,-0.502319314346528,5.53086844600527,9999,-531.867149965238,0,9999,0.0654734317422464,0,10.586693901867,0,1,0,0,0,0,0,1,0,0,0,4,4
1063,1,spiral_unstable,,1.2,3.5,0.342857142857143,0,0.5,2.5,0,0.17,1.5,0.8,-0.35,3,1,3.7032744,0.411428571428571,0.342857142857143,1.2,0.0140056422610262,-0.00884352507067799,4.08497899279931,0.103405010268221,0.314646769920623,0.416931168734306,0.00821448835547718,0.56712962962963,0.0312191358024691,0.19775470781893,-0.95585,-0.37328,0.19775,0.00472,0.0043915,NaN,0.140286,36.8317710072007,3.699776,-0.33742,-0.093616,-0.007608,0.058204,6.39073,-7.611627,-0.01621,0.127191,-0.317266,0.068096,0.003688,-0.081314,0.156085081451912,-0.924240428135772,0,9999,0.517491695573272,-0.869167123449107,1.33943633586638,-0.583890710599862,5.6012729985403,9999,-511.240730227465,0,9999,0.0652631615901533,0,10.6208029717108,0,0,1,0,0,0,0,1,0,0,0,3,3
1064,1,spiral_unstable,,1.2,3.5,0.342857142857143,0,0.5,2.5,0,0.17,1.5,0.8,-0.2,3,1,3.6467244,0.411428571428571,0.342857142857143,1.2,0.0788456956481554,-0.00898066220743196,22.996661230712,0.103400519026992,0.20956915729743,0.311858047352343,0.00609112510390566,0.56712962962963,0.0312191358024691,0.194734940035273,-1.00455,-0.35854,0.19473,0.00462,0.0042898,NaN,0.140255,17.9110471026213,3.700119,-0.337118,-0.093611,-0.007658,0.058193,6.39117,-7.611345,-0.016317,0.12717,-0.317323,0.067521,0.003865,-0.081252,0.15835792753986,-0.904904619729,0,9999,0.534241798462214,-0.864490595656294,1.29744093883169,-0.584139863886123,5.60091632486847,9999,-512.353682115494,0,9999,0.0645284089850438,0,10.7417367243721,0,0,0,0,0,0,0,1,0,0,0,2,2
1065,1,low_static_margin,,1.2,3.5,0.342857142857143,0,0.5,2.5,0,0.17,1.5,0.8,-0.05,3,1,3.5901744,0.411428571428571,0.342857142857143,1.2,0.143365683814521,-0.00912211952711824,41.8149911125686,0.103395886299773,0.139166499588552,0.241460022370684,0.00395727971635414,0.56712962962963,0.0312191358024691,0.191715172251617,-1.05325,-0.34382,0.19171,0.00451,0.0041899,NaN,0.140224,-0.91632444590197,3.700455,-0.336817,-0.093606,-0.007708,0.058183,6.391604,-7.611058,-0.016424,0.12715,-0.317378,0.066946,0.004043,-0.08119,0.16066582331411,-0.886002529820423,0,9999,0.55140422109123,-0.859138324503168,1.25705816902926,-0.584414821211539,5.6004910410183,9999,-513.247309980513,0,9999,0.0637945858933853,0,10.8652979066021,0,1,0,0,0,0,0,1,0,0,0,4,4
1066,1,spiral_unstable,,1.2,3.5,0.342857142857143,0,0.5,2.5,0,0.17,1.5,0.95,-0.35,3,1,3.7920744,0.411428571428571,0.342857142857143,1.2,0.0275584189519712,-0.00863643392650735,8.03787219432495,0.103411792503193,0.379902453981306,0.482180070560018,0.00865834179210563,0.673466435185185,0.0370727237654321,0.202496624338624,-1.04908,0.74987,0.2025,0.00452,0.004285,NaN,0.153293,36.6725861390084,3.700904,-0.33738,-0.093759,-0.008009,0.068987,6.682501,-10.352091,-0.016847,0.148755,-0.317447,0.069743,0.006084,-0.111608,0.185782898940847,0.229200091653371,0.779693165654949,3.02420114913489,-1.20101499102236,0,9999,-0.654739634390992,5.57712418346929,9999,-493.268385817314,0,9999,0.0644527393899558,0,10.7543478697814,0,0,1,0,0,0,0,1,0,0,0,3,3
1067,1,spiral_unstable,,1.2,3.5,0.342857142857143,0,0.5,2.5,0,0.17,1.5,0.95,-0.2,3,1,3.7355244,0.411428571428571,0.342857142857143,1.2,0.0921976605818799,-0.00876717603557883,26.8909843363816,0.103407510699121,0.268183278798827,0.370465177181611,0.00652840195548514,0.673466435185185,0.0370727237654321,0.199476856554968,-1.09746,0.76242,0.19948,0.00441,0.0041799,NaN,0.153262,17.810432330285,3.701252,-0.337081,-0.093754,-0.008067,0.068975,6.68295,-10.351761,-0.016972,0.148733,-0.317506,0.069197,0.006286,-0.111541,0.188524420847753,0.236819388510732,0.78134075323045,2.92690216336967,-1.17753209689003,0,9999,-0.655031894346917,5.57704260284397,9999,-494.57664510393,0,9999,0.0637231519100076,0,10.8774779618377,0,0,0,0,0,0,0,1,0,0,0,2,2
1068,1,low_static_margin,,1.2,3.5,0.342857142857143,0,0.5,2.5,0,0.17,1.5,0.95,-0.05,3,1,3.6789744,0.411428571428571,0.342857142857143,1.2,0.156518389049083,-0.00890193745300321,45.6511968059825,0.1034030972627,0.191451823946026,0.293738135765231,0.00438803081278604,0.673466435185185,0.0370727237654321,0.196457088771311,-1.14583,0.77496,0.19646,0.00431,0.0040764,NaN,0.153232,-0.958530139315839,3.701593,-0.336781,-0.093748,-0.008126,0.068964,6.683393,-10.351424,-0.017096,0.14871,-0.317564,0.06865,0.006488,-0.111474,0.191331915026821,0.244722997220768,0.782862112404206,2.83237451498948,-1.15431802478166,0,9999,-0.655340892786946,5.57690045717007,9999,-495.715626333381,0,9999,0.0629912441376146,0,11.0038655379731,0,1,0,0,0,0,0,1,0,0,0,4,4
1069,1,spiral_unstable,,1.2,3.5,0.342857142857143,0,0.5,2.5,0,0.24,1.5,0.5,-0.35,3,1,3.5513896,0.411428571428571,0.342857142857143,1.2,-0.00639838667715891,-0.00922174238500896,-1.86619611417135,0.103392623651177,0.229227096962922,0.331338518660317,0.00754625640775161,0.354456018518519,0.0388888888888889,0.189644065451695,-0.40701,-4.44773,0.18964,0.00659,0.0056116,NaN,0.114734,35.3302794475047,3.704345,-0.331874,-0.186434,-0.019113,0.074734,5.843853,-3.581658,-0.038197,0.179718,-0.320075,0.081134,0.008428,-0.075615,0.238350298896159,-0.693017713948904,0,9999,1.67235965338065,0,0.414472556282232,-0.759554179944357,7.52241371429552,9999,-550.825076264685,0,9999,0.0695633653639738,0,9.96425599786924,0,0,1,0,0,0,0,1,0,0,0,3,3
1070,1,spiral_unstable,,1.2,3.5,0.342857142857143,0,0.5,2.5,0,0.24,1.5,0.5,-0.2,3,1,3.4948396,0.411428571428571,0.342857142857143,1.2,0.0585022905807308,-0.00937095939968175,17.0631680860465,0.103387736793946,0.133701690041514,0.23581799859614,0.0054248785879475,0.354456018518519,0.0388888888888889,0.186624297668038,-0.45686,-4.42552,0.18662,0.00648,0.0055151,NaN,0.114702,16.3915819139535,3.704698,-0.331565,-0.186425,-0.01918,0.074712,5.844293,-3.581449,-0.038352,0.179676,-0.320151,0.080542,0.008602,-0.075536,0.240763037509427,-0.679784728606629,0,9999,1.83628390173969,0,0.377472775262726,-0.760781687566545,7.52054184922686,9999,-551.401906675075,0,9999,0.0688288527062867,0,10.0705903600894,0,0,0,0,0,0,0,1,0,0,0,2,2
1071,1,low_static_margin,,1.2,3.5,0.342857142857143,0,0.5,2.5,0,0.24,1.5,0.5,-0.05,3,1,3.4382896,0.411428571428571,0.342857142857143,1.2,0.123070758067189,-0.0095250847979763,35.8956377695967,0.103382689187152,0.0724550970722826,0.174576453233702,0.003292620898129,0.354456018518519,0.0388888888888889,0.183604529884382,-0.50669,-4.40334,0.18361,0.00638,0.0054202,NaN,0.114671,-2.44992943626335,3.705044,-0.331256,-0.186416,-0.019247,0.074691,5.844727,-3.581238,-0.038506,0.179633,-0.320227,0.07995,0.008776,-0.075458,0.243210093293353,-0.666883249951673,0,9999,1.97142915586263,0,0.35159629170476,-0.762098427699586,7.51854283441061,9999,-551.651946443272,0,9999,0.0680945917104885,0,10.1791810942481,0,1,0,0,0,0,0,1,0,0,0,4,4
1072,1,spiral_unstable,,1.2,3.5,0.342857142857143,0,0.5,2.5,0,0.24,1.5,0.65,-0.35,3,1,3.6401896,0.411428571428571,0.342857142857143,1.2,0.0066194229743934,-0.00899678412355225,1.93066503419807,0.103399991034239,0.276759163616985,0.378863217931317,0.00797258967383995,0.460792824074074,0.0505555555555556,0.194385981971389,-0.75947,-1.94899,0.19439,0.00527,0.0047635,NaN,0.127343,35.2110432991353,3.699714,-0.327015,-0.186767,-0.020972,0.096083,6.093362,-5.337596,-0.039957,0.222388,-0.320708,0.084547,0.013949,-0.117638,0.303698554435748,-0.790681701434783,0,9999,0.870128133037053,-0.797616012917341,0.796603573936424,-0.947109340860233,7.80155142509308,9999,-532.294706398243,0,9999,0.0663244689477091,0,10.4508515719354,0,0,1,0,0,0,0,1,0,0,0,3,3
1073,1,spiral_unstable,,1.2,3.5,0.342857142857143,0,0.5,2.5,0,0.24,1.5,0.65,-0.2,3,1,3.5836396,0.411428571428571,0.342857142857143,1.2,0.0713008334832759,-0.00913875379655923,20.7960764326221,0.103395341527448,0.175278515596106,0.277387219417229,0.00584403086800586,0.460792824074074,0.0505555555555556,0.191366214187733,-0.80857,-1.9317,0.19137,0.00517,0.0046645,NaN,0.127312,16.3365902340445,3.700059,-0.326711,-0.186758,-0.021056,0.09606,6.093801,-5.337359,-0.040146,0.222342,-0.320789,0.083996,0.014156,-0.117551,0.306761613039741,-0.774694243216722,0,9999,0.894751870481572,-0.776286393308226,0.774680895818503,-0.948296017101932,7.80015045862187,9999,-533.262479219698,0,9999,0.065594518728556,0,10.5671509448577,0,0,0,0,0,0,0,1,0,0,0,2,2
1074,1,low_static_margin,,1.2,3.5,0.342857142857143,0,0.5,2.5,0,0.24,1.5,0.65,-0.05,3,1,3.5270896,0.411428571428571,0.342857142857143,1.2,0.135651367092562,-0.00928527588298296,39.5649820686641,0.103390542929118,0.108388284077102,0.210501786496556,0.00370463584370999,0.460792824074074,0.0505555555555556,0.188346446404076,-0.85766,-1.91442,0.18835,0.00507,0.0045672,NaN,0.127281,-2.44135706866406,3.700396,-0.326407,-0.186748,-0.021139,0.096036,6.094233,-5.337118,-0.040334,0.222296,-0.320869,0.083446,0.014363,-0.117464,0.309848671251472,-0.759104314504389,0,9999,0.919773130949381,-0.752884585041438,0.753606685427401,-0.94955149712676,7.7985312734022,9999,-533.966736747892,0,9999,0.0648672395108478,0,10.685627842141,0,1,0,0,0,0,0,1,0,0,0,4,4
1075,1,spiral_unstable,,1.2,3.5,0.342857142857143,0,0.5,2.5,0,0.24,1.5,0.8,-0.35,3,1,3.7289896,0.411428571428571,0.342857142857143,1.2,0.0203145037574834,-0.00878253991376109,5.92506359593265,0.10340700753211,0.336185376851943,0.438282414668404,0.00842110356948615,0.56712962962963,0.0622222222222222,0.199127898491084,-0.93796,-0.34762,0.19913,0.00476,0.0044301,NaN,0.140297,34.9948947374007,3.699657,-0.326298,-0.187076,-0.022083,0.11754,6.368022,-7.590181,-0.041442,0.265304,-0.321192,0.089355,0.01959,-0.169759,0.356932698347573,-0.965644754995559,0,9999,0.458789734136093,-0.863594438951105,1.51081667480017,-1.11711742425266,7.87351350687774,9999,-513.020405518074,0,9999,0.0647433753724082,0,10.7060711087878,0,0,1,0,0,0,0,1,0,0,0,3,3
1076,1,spiral_unstable,,1.2,3.5,0.342857142857143,0,0.5,2.5,0,0.24,1.5,0.8,-0.2,3,1,3.6724396,0.411428571428571,0.342857142857143,1.2,0.0847976802545921,-0.00891777770831139,24.7326567409227,0.103402578494339,0.228183446520751,0.330284913374984,0.00628605259976646,0.56712962962963,0.0622222222222222,0.196108130707427,-0.9866,-0.33336,0.19611,0.00465,0.0043278,NaN,0.140267,16.1785515924106,3.700003,-0.325997,-0.187066,-0.022183,0.117514,6.368465,-7.589905,-0.041665,0.265254,-0.32128,0.088852,0.019838,-0.169661,0.360450377312409,-0.945291089758042,0,9999,0.473863703842857,-0.860681730969006,1.46275643173086,-1.11827869576929,7.87248460434984,9999,-514.260153058763,0,9999,0.0640186103049022,0,10.8272762757374,0,0,0,0,0,0,0,1,0,0,0,2,2
1077,1,low_static_margin,,1.2,3.5,0.342857142857143,0,0.5,2.5,0,0.24,1.5,0.8,-0.05,3,1,3.6158896,0.411428571428571,0.342857142857143,1.2,0.148951905132664,-0.0090572455530722,43.4443056636938,0.103398010922423,0.155084570230552,0.257190604656701,0.00414022846452333,0.56712962962963,0.0622222222222222,0.19308836292377,-1.03523,-0.31912,0.19309,0.00455,0.0042271,NaN,0.140236,-2.54213899702712,3.700341,-0.325695,-0.187056,-0.022283,0.117488,6.368902,-7.589624,-0.041888,0.265204,-0.321368,0.088349,0.020087,-0.169562,0.364004742262222,-0.92538558851435,0,9999,0.48932684522558,-0.857224010289802,1.4165320936774,-1.11948499414006,7.87128831457114,9999,-515.294939034675,0,9999,0.0632943889822497,0,10.9511631553048,0,1,0,0,0,0,0,1,0,0,0,4,4
1078,1,spiral_unstable,,1.2,3.5,0.342857142857143,0,0.5,2.5,0,0.24,1.5,0.95,-0.35,3,1,3.8177896,0.411428571428571,0.342857142857143,1.2,0.034639596643106,-0.00857826214414749,10.1032156875726,0.103413697629065,0.408296742032916,0.510387089752423,0.00889025036149029,0.673466435185185,0.0738888888888889,0.203869815010778,-1.03074,0.77239,0.20387,0.00456,0.0043279,NaN,0.153306,34.6110343124274,3.700777,-0.32626,-0.187341,-0.022874,0.139061,6.659794,-10.329781,-0.042726,0.308355,-0.321579,0.094965,0.025346,-0.231877,0.40163436846094,0.195065096838165,0.755599518017946,3.55341468973823,-1.27069374565934,0,9999,-1.26177204930156,7.8199723131864,9999,-495.171438389335,0,9999,0.0639967278846077,0,10.8309784495507,0,0,1,0,0,0,0,1,0,0,0,3,3
1079,1,spiral_unstable,,1.2,3.5,0.342857142857143,0,0.5,2.5,0,0.24,1.5,0.95,-0.2,3,1,3.7612396,0.411428571428571,0.342857142857143,1.2,0.0989433716284734,-0.00870723577407831,28.8584833916381,0.103409473742685,0.293210378533552,0.395304950139439,0.00674932399226107,0.673466435185185,0.0738888888888889,0.200850047227121,-1.07906,0.78453,0.20085,0.00446,0.004222,NaN,0.153275,15.8467249416953,3.701128,-0.325961,-0.187331,-0.022991,0.139033,6.660246,-10.329457,-0.042983,0.308302,-0.321675,0.094516,0.025644,-0.231765,0.405492182171739,0.201362944936584,0.757425281701091,3.44227772780261,-1.24663586764227,0,9999,-1.26290682790215,7.81930308996033,9999,-496.591961940537,0,9999,0.0632748082631638,0,10.9545520498,0,0,0,0,0,0,0,1,0,0,0,2,2
1080,1,low_static_margin,,1.2,3.5,0.342857142857143,0,0.5,2.5,0,0.24,1.5,0.95,-0.05,3,1,3.7046896,0.411428571428571,0.342857142857143,1.2,0.16292060291389,-0.00884014682363672,47.5185091832178,0.103405120905812,0.213340755418029,0.315439679860789,0.00459770331685845,0.673466435185185,0.0738888888888889,0.197830279443465,-1.12738,0.79665,0.19783,0.00435,0.0041178,NaN,0.153244,-2.82234251655112,3.701471,-0.325661,-0.18732,-0.023108,0.139005,6.660692,-10.329126,-0.043241,0.308248,-0.321771,0.094067,0.025942,-0.231654,0.40938737625542,0.207903558357372,0.759174048027213,3.33398420900749,-1.22279704286503,0,9999,-1.26408926685848,7.81848275816119,9999,-497.853842760706,0,9999,0.0625530307486668,0,11.0809527894013,0,1,0,0,0,0,0,1,0,0,0,4,4
1081,1,pitch_unstable_aft_or_weak_tail,,1.2,3.5,0.342857142857143,3,0.2,2.5,-2,0.1,1.5,0.5,-0.35,3,1,3.407154,0.411428571428571,0.342857142857143,1.2,-0.0347310640960707,-0.0096121278932505,-10.1298936946873,0.100651518525782,0.16518281766215,0.264818963898273,0.00661836122228225,0.056712962962963,0.00675154320987654,0.181941890064668,-0.53183,-47.65523,0.18194,0.02006,0.0189886,NaN,0.081297,33.8415186946873,3.398174,0.006701,-0.034738,-0.02856,0.01143,3.809352,-1.037737,-0.05708,0.038844,-0.312115,0.073537,-0.006345,-0.014969,0.508626346506447,0.13651802721553,0,5.07733077233551,-1.46544261881163,0,9999,-0.0386647378981196,3.28546797019827,9999,-542.127473874798,0,9999,0.0345278252532873,0,20.0750315282007,1,0,1,1,0,1,0,1,0,0,0,8.5,6.25
1082,1,pitch_unstable_aft_or_weak_tail,,1.2,3.5,0.342857142857143,3,0.2,2.5,-2,0.1,1.5,0.5,-0.2,3,1,3.350604,0.411428571428571,0.342857142857143,1.2,0.0327384112700582,-0.00977435710098836,9.54870328710031,0.100646205519228,0.0820489835904885,0.181690442833165,0.00458111154052298,0.056712962962963,0.00675154320987654,0.178922122281011,-0.58267,-47.65825,0.17892,0.01997,0.0189171,NaN,0.081251,14.149505046233,3.398399,0.007157,-0.034737,-0.028571,0.011439,3.809931,-1.037592,-0.057113,0.038725,-0.312171,0.072883,-0.006216,-0.014914,0.511099291874075,0.140171525158579,0,4.94499278491672,-1.47437821805364,0,9999,-0.038104019356319,3.28488224727918,9999,-541.789669299159,0,9999,0.0340748039015359,0,20.3419272070617,1,0,0,1,0,1,0,1,0,0,0,7.5,6
1083,1,pitch_unstable_aft_or_weak_tail,,1.2,3.5,0.342857142857143,3,0.2,2.5,-2,0.1,1.5,0.5,-0.05,3,1,3.294054,0.411428571428571,0.342857142857143,1.2,0.0999493291456023,-0.00994215638237868,29.1518876674673,0.100640710092763,0.0317873611670826,0.131434315836225,0.00253539410094705,0.056712962962963,0.00675154320987654,0.175902354497354,-0.63351,-47.66146,0.1759,0.01989,0.0188474,NaN,0.081205,-5.46709600080068,3.398615,0.007613,-0.034735,-0.028581,0.011447,3.810506,-1.037447,-0.057145,0.038605,-0.312226,0.072229,-0.006088,-0.01486,0.513680340024597,0.143495076618541,0,4.83045967077023,-1.48394477060599,0,9999,-0.0376067666310295,3.28410151716294,9999,-541.0379773792,0,9999,0.0336159250922527,0,20.619607482398,1,1,0,1,0,1,0,1,0,0,0,9.5,7.25
1084,1,pitch_unstable_aft_or_weak_tail,,1.2,3.5,0.342857142857143,3,0.2,2.5,-2,0.1,1.5,0.65,-0.35,3,1,3.495954,0.411428571428571,0.342857142857143,1.2,-0.0269920758075635,-0.00936797223304426,-7.87268877720603,0.100659514623654,0.182218598043767,0.281846748182019,0.00687181308873086,0.0737268518518519,0.00877700617283951,0.186683806584362,-0.91033,-32.7915,0.18668,0.01233,0.0117154,NaN,0.082102,31.8191054438727,3.409574,0.128191,-0.035572,-0.028868,0.01519,3.633264,-1.190389,-0.057537,0.045654,-0.312551,0.069695,-0.006013,-0.021443,0.584713129590649,0.538962563064886,0,1.28607667407967,-2.24199219711765,0,9999,-0.075313250539919,3.43058293840958,9999,-526.009596323021,0,9999,0.028360963476773,0,24.440184520798,1,0,1,1,0,1,0,1,0,0,0,8.5,6.25
