design_id,status_ok,scenario_tag,error_msg,wing_span,wing_AR,wing_chord,dihedral,htail_span,htail_AR,htail_incidence,vtail_height,vtail_AR,tail_arm,nose_x,n_ducks,n_pucks,mass_kg,Sref,Cref,Bref,CG_x_m,CG_z_m,CG_pct,Ixx,Iyy,Izz,Ixz,Vht,Vvt,CL_cruise,alpha_deg,elevator_deg,CL,CDtot,CDi,span_eff_e,Xnp_m,SM_pct,CLa,Cma,CYb,Clb,Cnb,CLq,Cmq,CYp,CYr,Clp,Clr,Cnp,Cnr,spiral_ratio,ph_sigma,ph_omega,ph_t2,sp_sigma,sp_omega,sp_t2,dr_sigma,dr_omega,dr_t2,roll_sigma,roll_omega,roll_t2,spiral_sigma,spiral_omega,spiral_t2,flag_pitch_unstable,flag_low_SM,flag_high_SM,flag_high_trim,flag_directional_unstable,flag_weak_directional,flag_bad_dihedral_effect,flag_spiral_unstable,flag_dutch_unstable,flag_high_drag,flag_slow_or_heavy,badness_score,fixability_score
7878,1,pitch_unstable_aft_or_weak_tail,,1.2,3.5,0.342857142857143,7,0.3,2.5,-4,0.12,1.5,0.7,-0.2,3,1,3.4960564,0.411428571428571,0.342857142857143,1.2,0.0493085877760404,-0.00936769784377621,14.3816714346784,0.100950723609902,0.119258088988163,0.219169413926832,0.0051237848210939,0.178645833333333,0.0136111111111111,0.186689274740349,-1.03095,-5.38648,0.18669,0.00654,0.0057986,NaN,0.091436,12.2871618986549,3.465335,0.082891,-0.074394,-0.06725,0.022959,4.084,-2.287305,-0.13454,0.086019,-0.323903,0.081526,-0.006818,-0.035927,1.29081540574814,0.35918308587641,0,1.92978792102267,-4.56254523882564,0.758865711692607,9999,-0.0007830129386487,4.28389766829878,9999,-537.912406399314,0,9999,-0.0204401701387229,0,9999,1,0,0,0,0,0,0,0,0,0,0,3,3
7879,1,pitch_unstable_aft_or_weak_tail,,1.2,3.5,0.342857142857143,7,0.3,2.5,-4,0.12,1.5,0.7,-0.14,3,1,3.4734364,0.411428571428571,0.342857142857143,1.2,0.0758241659916681,-0.00942870294098375,22.1153817475699,0.100948725692968,0.0923637655086856,0.192277088364289,0.0042934200076557,0.178645833333333,0.0136111111111111,0.185481367626886,-1.05068,-5.39118,0.18548,0.0065,0.0057675,NaN,0.091411,4.54615991909681,3.465376,0.083146,-0.074393,-0.067258,0.022967,4.084314,-2.287221,-0.134568,0.085909,-0.323926,0.081272,-0.006762,-0.035903,1.29368776322369,0.357978063486299,0,1.93628395497054,-4.58530572022987,0.792764372198268,9999,-0.000692818249162577,4.28359517865876,9999,-538.037839442305,0,9999,-0.0205857517725783,0,9999,1,1,0,0,0,0,0,0,0,0,0,5,5
7880,1,pitch_unstable_aft_or_weak_tail,,1.2,3.5,0.342857142857143,7,0.3,2.5,-4,0.12,1.5,0.7,-0.08,3,1,3.4508164,0.411428571428571,0.342857142857143,1.2,0.102294063642684,-0.00949050781142688,29.8357685624494,0.100946701583461,0.0708393205676477,0.170754667532758,0.00346155915572646,0.178645833333333,0.0136111111111111,0.184273460513423,-1.07041,-5.39589,0.18427,0.00647,0.0057366,NaN,0.091386,-3.18151856244938,3.465416,0.083402,-0.074391,-0.067266,0.022974,4.084627,-2.287136,-0.134595,0.085799,-0.323949,0.081018,-0.006706,-0.035879,1.29663517312839,0.356766535720403,0,1.94285929637516,-4.60833182537106,0.825376335574561,9999,-0.000612834996375829,4.28320660855117,9999,-538.111928006021,0,9999,-0.0207351841998071,0,9999,1,1,0,0,0,0,0,0,0,0,0,5,5
7881,1,pitch_unstable_aft_or_weak_tail,,1.2,3.5,0.342857142857143,7,0.3,2.5,-4,0.12,1.5,0.85,-0.26,3,1,3.6074764,0.411428571428571,0.342857142857143,1.2,0.0325633393346945,-0.00907836846832872,9.49764063928589,0.100960199146948,0.181811203260432,0.281713052662055,0.00627412793463982,0.216927083333333,0.0165277777777778,0.192639098373506,-1.15618,-1.48953,0.19264,0.00538,0.0048278,NaN,0.094761,18.1409843607141,3.4693,0.18108,-0.074723,-0.067466,0.028043,4.027967,-3.072878,-0.134977,0.09565,-0.324052,0.079923,-0.00715,-0.048976,1.47425301624057,0.451053861215184,0,1.53672818295478,-4.61276422855956,2.08564252197459,9999,-0.0610807024325278,4.30755463057406,9999,-519.330987924238,0,9999,-0.0330303625614162,0,9999,1,0,0,0,0,0,0,0,0,0,0,3,3
7882,1,pitch_unstable_aft_or_weak_tail,,1.2,3.5,0.342857142857143,7,0.3,2.5,-4,0.12,1.5,0.85,-0.2,3,1,3.5848564,0.411428571428571,0.342857142857143,1.2,0.0590009665215087,-0.00913565184926236,17.20861523544,0.100958323116222,0.147762123056135,0.247665848488484,0.00544121022500798,0.216927083333333,0.0165277777777778,0.191431191260043,-1.17571,-1.49806,0.19143,0.00534,0.0047942,NaN,0.094736,10.4227180978933,3.469344,0.181332,-0.074721,-0.067476,0.028049,4.028282,-3.072788,-0.135007,0.09554,-0.324074,0.079676,-0.00709,-0.048951,1.47797127154594,0.448937034857383,0,1.5439741583809,-4.63472222797738,2.12274884809219,9999,-0.0609560613311176,4.307224416721,9999,-519.654018353929,0,9999,-0.0331969823643692,0,9999,1,0,0,0,0,0,0,0,0,0,0,3,3
7883,1,pitch_unstable_aft_or_weak_tail,,1.2,3.5,0.342857142857143,7,0.3,2.5,-4,0.12,1.5,0.85,-0.14,3,1,3.5622364,0.411428571428571,0.342857142857143,1.2,0.0853933519758909,-0.0091936627226649,24.9063943263015,0.100956423260118,0.119134280063773,0.219039905352226,0.004606810848639,0.216927083333333,0.0165277777777778,0.19022328414658,-1.19523,-1.5066,0.19022,0.00531,0.0047608,NaN,0.094712,2.71793900703181,3.469387,0.181585,-0.074719,-0.067485,0.028056,4.028597,-3.072698,-0.135037,0.09543,-0.324096,0.079429,-0.00703,-0.048927,1.48166830880517,0.44682142154749,0,1.55128457843258,-4.65690308876917,2.15953048935842,9999,-0.0608532959682375,4.30693294986677,9999,-519.938047611289,0,9999,-0.0333609699039094,0,9999,1,1,0,0,0,0,0,0,0,0,0,5,5
7884,1,pitch_unstable_aft_or_weak_tail,,1.2,3.5,0.342857142857143,7,0.3,2.5,-4,0.12,1.5,0.85,-0.08,3,1,3.5396164,0.411428571428571,0.342857142857143,1.2,0.111739628342847,-0.00925241503570839,32.5907249333303,0.100954499121866,0.0959259073051349,0.19583345673184,0.0037709013996568,0.216927083333333,0.0165277777777778,0.189015377033118,-1.21475,-1.51516,0.18902,0.00527,0.0047278,NaN,0.094687,-4.97368326666362,3.469428,0.181837,-0.074717,-0.067495,0.028063,4.02891,-3.072608,-0.135067,0.095321,-0.324117,0.079181,-0.006971,-0.048903,1.48542943398903,0.444715202326709,0,1.55863162971147,-4.67930745859481,2.19598261108874,9999,-0.0607560992685462,4.30664805460558,9999,-520.179932921397,0,9999,-0.0335272006707028,0,9999,1,1,0,0,0,0,0,0,0,0,0,5,5
7885,1,mostly_ok_baseline_candidate,,1.2,3.5,0.342857142857143,7,0.3,2.5,-4,0.16,1.5,0.55,-0.26,3,1,3.4399116,0.411428571428571,0.342857142857143,1.2,0.0157469696059181,-0.00952059349432119,4.59286613505943,0.100945716277347,0.132829915114071,0.232712796718629,0.00572339182602239,0.140364583333333,0.0190123456790123,0.183691144620811,-0.71681,-11.10878,0.18369,0.00914,0.0079895,NaN,0.088419,21.1960088649406,3.459364,-0.012489,-0.108971,-0.070714,0.033745,4.135975,-1.690723,-0.140487,0.114231,-0.324213,0.089105,-0.003746,-0.042526,1.00011152508371,-0.020740631956569,0.217521375798791,9999,-1.98421972153828,0,9999,-0.0901605386676226,5.3520273472178,9999,-555.115971339321,0,9999,-9.53346918575076e-06,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0
7886,1,mostly_ok_baseline_candidate,,1.2,3.5,0.342857142857143,7,0.3,2.5,-4,0.16,1.5,0.55,-0.2,3,1,3.4172916,0.411428571428571,0.342857142857143,1.2,0.0423767458703142,-0.00958361294072768,12.359884212175,0.100943652390477,0.101768004617482,0.20165295010891,0.00489676699868136,0.140364583333333,0.0190123456790123,0.182483237507349,-0.73686,-11.1079,0.18248,0.0091,0.0079594,NaN,0.088394,13.4216991211584,3.459409,-0.012229,-0.10897,-0.070726,0.033751,4.136292,-1.690637,-0.140525,0.114117,-0.32424,0.08885,-0.003687,-0.042498,1.00231334290735,-0.0210992823860759,0.214484976796759,9999,-1.9845806997668,0,9999,-0.0901913291007391,5.35145058678098,9999,-555.117680223793,0,9999,-0.000197235153254319,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0
7887,1,mostly_ok_baseline_candidate,,1.2,3.5,0.342857142857143,7,0.3,2.5,-4,0.16,1.5,0.55,-0.14,3,1,3.3946716,0.411428571428571,0.342857142857143,1.2,0.068961607945721,-0.00964747223266015,20.113802317502,0.100941560998666,0.0760427692402026,0.175929806123441,0.00406867123165094,0.140364583333333,0.0190123456790123,0.181275330393886,-0.75691,-11.10705,0.18127,0.00907,0.0079296,NaN,0.088368,5.66019768249803,3.459453,-0.011969,-0.108968,-0.070738,0.033757,4.136608,-1.690552,-0.140563,0.114004,-0.324268,0.088595,-0.003628,-0.04247,1.00452784919687,-0.0214540417766884,0.211428991343129,9999,-1.98507273112619,0,9999,-0.0902396087493389,5.35085193530204,9999,-555.061172240642,0,9999,-0.000385032152269668,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0
7888,1,low_static_margin,,1.2,3.5,0.342857142857143,7,0.3,2.5,-4,0.16,1.5,0.55,-0.08,3,1,3.3720516,0.411428571428571,0.342857142857143,1.2,0.0955006519678963,-0.00971218827137758,27.8543568239698,0.100939441548398,0.0556526253640381,0.155541781697545,0.00323907492337717,0.140364583333333,0.0190123456790123,0.180067423280423,-0.77697,-11.10621,0.18007,0.00903,0.0079001,NaN,0.088342,-2.08794015730309,3.459496,-0.011709,-0.108966,-0.07075,0.033764,4.136923,-1.690467,-0.140601,0.11389,-0.324295,0.088339,-0.003569,-0.042442,1.00673673256951,-0.0218062713502175,0.208358864733483,9999,-1.9856944872816,0,9999,-0.0903056851398506,5.35030030701949,9999,-554.940755858977,0,9999,-0.000571359086903734,0,9999,0,1,0,0,0,0,0,0,0,0,0,2,2
7889,1,pitch_unstable_aft_or_weak_tail,,1.2,3.5,0.342857142857143,7,0.3,2.5,-4,0.16,1.5,0.7,-0.26,3,1,3.5287116,0.411428571428571,0.342857142857143,1.2,0.0250130534849245,-0.00928100783300058,7.29547393310298,0.100953562707755,0.157900679416724,0.257775714590874,0.00602685607305985,0.178645833333333,0.0241975308641975,0.188433061140506,-1.00505,-5.32946,0.18843,0.00657,0.0058275,NaN,0.091471,19.3835677335637,3.46531,0.088235,-0.109819,-0.071355,0.043015,4.072186,-2.281004,-0.141516,0.131602,-0.324692,0.087022,-0.002991,-0.061849,1.17898452600029,0.371377655340292,0,1.86642133847503,-4.51548959471341,0.829159498068657,9999,-0.192684259042265,5.49043929794607,9999,-537.475233037399,0,9999,-0.01516259716007,0,9999,1,0,0,0,0,0,0,0,0,0,0,3,3
7890,1,pitch_unstable_aft_or_weak_tail,,1.2,3.5,0.342857142857143,7,0.3,2.5,-4,0.16,1.5,0.7,-0.2,3,1,3.5060916,0.411428571428571,0.342857142857143,1.2,0.051512021611012,-0.00934088544634715,15.0243396365452,0.100951601715918,0.12521845765022,0.225095453816207,0.00519594727918922,0.178645833333333,0.0241975308641975,0.187225154027043,-1.02476,-5.33446,0.18722,0.00653,0.0057961,NaN,0.091446,11.6474103634548,3.465353,0.08849,-0.109816,-0.07137,0.04302,4.0725,-2.28092,-0.141559,0.131489,-0.324718,0.086776,-0.002927,-0.061821,1.18190260365456,0.370082853871764,0,1.87295134942978,-4.53793880135994,0.86404656708243,9999,-0.192691828313078,5.48993084033318,9999,-537.674139934487,0,9999,-0.0153694107011791,0,9999,1,0,0,0,0,0,0,0,0,0,0,3,3
7891,1,pitch_unstable_aft_or_weak_tail,,1.2,3.5,0.342857142857143,7,0.3,2.5,-4,0.16,1.5,0.7,-0.14,3,1,3.4834716,0.411428571428571,0.342857142857143,1.2,0.0779655216810443,-0.00940154069291106,22.7399438236379,0.100949615256593,0.0979225614452758,0.197801544070588,0.00436354940648277,0.178645833333333,0.0241975308641975,0.18601724691358,-1.04448,-5.33947,0.18602,0.0065,0.0057649,NaN,0.091421,3.92451450969541,3.465395,0.088745,-0.109814,-0.071385,0.043025,4.072814,-2.280836,-0.141601,0.131375,-0.324744,0.086531,-0.002862,-0.061793,1.18482345379193,0.368788820925288,0,1.87952329688531,-4.56064101688039,0.897700040898226,9999,-0.192713514124623,5.48939149741913,9999,-537.824533746041,0,9999,-0.0155753769685479,0,9999,1,1,0,0,0,0,0,0,0,0,0,5,5
7892,1,pitch_unstable_aft_or_weak_tail,,1.2,3.5,0.342857142857143,7,0.3,2.5,-4,0.16,1.5,0.7,-0.08,3,1,3.4608516,0.411428571428571,0.342857142857143,1.2,0.104372662162347,-0.00946298882043946,30.4420264640177,0.100947602830416,0.0760112831192328,0.175892278170721,0.00352963325724542,0.178645833333333,0.0241975308641975,0.184809339800118,-1.06419,-5.3445,0.18481,0.00646,0.005734,NaN,0.091396,-3.78485979735107,3.465435,0.089001,-0.109811,-0.0714,0.043031,4.073127,-2.280751,-0.141644,0.131262,-0.32477,0.086286,-0.002798,-0.061764,1.18771393143814,0.36748028200421,0,1.88621598084004,-4.58360749707341,0.93027088412511,9999,-0.192745703807873,5.48889800649364,9999,-537.924703095201,0,9999,-0.0157774482470657,0,9999,1,1,0,0,0,0,0,0,0,0,0,5,5
7893,1,pitch_unstable_aft_or_weak_tail,,1.2,3.5,0.342857142857143,7,0.3,2.5,-4,0.16,1.5,0.85,-0.26,3,1,3.6175116,0.411428571428571,0.342857142857143,1.2,0.0351614686059616,-0.00905318451501303,10.2554283434055,0.100961023921419,0.190619501477862,0.290487075438348,0.00635921666827381,0.216927083333333,0.0293827160493827,0.1931749776602,-1.14968,-1.4428,0.19318,0.00538,0.0048323,NaN,0.094772,17.3864049899279,3.469309,0.186679,-0.110377,-0.071779,0.052289,4.016461,-3.066931,-0.142318,0.149595,-0.324939,0.086412,-0.002241,-0.085808,1.36314102972944,0.457976656024834,0,1.513498933715,-4.588392130608,2.07727769274935,9999,-0.284807057992635,5.51450943470708,9999,-519.08812644837,0,9999,-0.0307551768174211,0,9999,1,0,0,0,0,0,0,0,0,0,0,3,3
7894,1,pitch_unstable_aft_or_weak_tail,,1.2,3.5,0.342857142857143,7,0.3,2.5,-4,0.16,1.5,0.85,-0.2,3,1,3.5948916,0.411428571428571,0.342857142857143,1.2,0.0615416428247284,-0.00911014952439734,17.9496458238791,0.100959158317362,0.156081697857595,0.255951137422138,0.00552441737393843,0.216927083333333,0.0293827160493827,0.191967070546737,-1.16918,-1.45159,0.19197,0.00535,0.0047986,NaN,0.094747,9.68489584278755,3.469353,0.186931,-0.110374,-0.071796,0.052293,4.016777,-3.066841,-0.142366,0.149481,-0.324965,0.086177,-0.002169,-0.085779,1.36661536408882,0.455797111786068,0,1.52073622810774,-4.61030520083949,2.11532840659444,9999,-0.284803579027309,5.51405535528927,9999,-519.431470413534,0,9999,-0.0309707319685758,0,9999,1,0,0,0,0,0,0,0,0,0,0,3,3
7895,1,pitch_unstable_aft_or_weak_tail,,1.2,3.5,0.342857142857143,7,0.3,2.5,-4,0.16,1.5,0.85,-0.14,3,1,3.5722716,0.411428571428571,0.342857142857143,1.2,0.0878759748073273,-0.00916783595065952,25.6304926521371,0.100957269086902,0.12697993597109,0.226851264766093,0.00468811674636854,0.216927083333333,0.0293827160493827,0.190759163433275,-1.18869,-1.4604,0.19076,0.00531,0.0047652,NaN,0.094723,1.99704901452955,3.469396,0.187183,-0.110371,-0.071814,0.052298,4.017092,-3.066752,-0.142414,0.149367,-0.32499,0.085942,-0.002097,-0.085749,1.37008541928789,0.453618278713307,0,1.52804067447649,-4.632437085649,2.15301513312299,9999,-0.284801722172139,5.51363507930058,9999,-519.735045894786,0,9999,-0.0311844869796963,0,9999,1,1,0,0,0,0,0,0,0,0,0,5,5
7896,1,pitch_unstable_aft_or_weak_tail,,1.2,3.5,0.342857142857143,7,0.3,2.5,-4,0.16,1.5,0.85,-0.08,3,1,3.5496516,0.411428571428571,0.342857142857143,1.2,0.114163588170807,-0.00922625758539232,33.2977132164853,0.100955355778364,0.103312391535136,0.203185633638676,0.00385028608402249,0.216927083333333,0.0293827160493827,0.189551256319812,-1.2082,-1.46922,0.18955,0.00527,0.0047321,NaN,0.094698,-5.67746321648527,3.469438,0.187435,-0.110367,-0.071832,0.052302,4.017406,-3.066662,-0.142462,0.149253,-0.325016,0.085707,-0.002025,-0.08572,1.37361660062929,0.451440219166926,0,1.53541299851187,-4.6547924431246,2.19035765594914,9999,-0.284815214735405,5.51314805984909,9999,-520.000402472331,0,9999,-0.03140167117537,0,9999,1,1,0,0,0,0,0,0,0,0,0,5,5
7897,1,spiral_unstable,,1.2,3.5,0.342857142857143,7,0.3,2.5,-4,0.2,1.5,0.55,-0.26,3,1,3.452814,0.411428571428571,0.342857142857143,1.2,0.0182554712220945,-0.00948501714833177,5.32451243977756,0.100946881402678,0.13868510760583,0.238496290965057,0.00580554525395217,0.140364583333333,0.0297067901234568,0.184380132275132,-0.70868,-11.04791,0.18438,0.00913,0.0079791,NaN,0.088431,20.4678625602224,3.459391,-0.006918,-0.1544,-0.076844,0.054579,4.124438,-1.683927,-0.151075,0.164524,-0.325649,0.095817,0.001009,-0.065872,0.967927145113912,-0.0275144444861408,0.158817235333897,9999,-2.03985368994113,0,9999,-0.287364391921273,6.55538724383327,9999,-555.706958367511,0,9999,0.00314158309766955,0,220.636271271681,0,0,0,0,0,0,0,1,0,0,0,2,2
7898,1,spiral_unstable,,1.2,3.5,0.342857142857143,7,0.3,2.5,-4,0.2,1.5,0.55,-0.2,3,1,3.430194,0.411428571428571,0.342857142857143,1.2,0.0448016237268094,-0.00954756494822159,13.0671402536527,0.100944832962231,0.10717261795584,0.206985849755513,0.00497618174848158,0.140364583333333,0.0297067901234568,0.18317222516167,-0.72871,-11.04743,0.18317,0.00909,0.007949,NaN,0.088406,12.7179430796806,3.459437,-0.006659,-0.154397,-0.076864,0.054582,4.124755,-1.683843,-0.15113,0.164406,-0.32568,0.09557,0.001075,-0.06584,0.970156443510426,-0.0278021533284236,0.155108567956932,9999,-2.04160421112184,0,9999,-0.287565493752409,6.55457514912501,9999,-555.746865918564,0,9999,0.00291614184613589,0,237.693232062226,0,0,0,0,0,0,0,1,0,0,0,2,2
7899,1,low_static_margin,,1.2,3.5,0.342857142857143,7,0.3,2.5,-4,0.2,1.5,0.55,-0.14,3,1,3.407574,0.411428571428571,0.342857142857143,1.2,0.0713019218903752,-0.00961094315193155,20.7963938846928,0.10094275732606,0.0810157680920579,0.180831075527903,0.00414531651333836,0.140364583333333,0.0297067901234568,0.181964318048207,-0.74874,-11.04697,0.18196,0.00906,0.0079192,NaN,0.08838,4.98110611530722,3.459481,-0.006399,-0.154394,-0.076883,0.054586,4.125072,-1.683758,-0.151185,0.164288,-0.325712,0.095322,0.001142,-0.065807,0.972362042487606,-0.0280860463857006,0.151337992901316,9999,-2.04349642254702,0,9999,-0.287784736586066,6.55377363602454,9999,-555.729881827242,0,9999,0.0026940466308005,0,257.288486633948,0,1,0,0,0,0,0,1,0,0,0,4,4
7900,1,low_static_margin,,1.2,3.5,0.342857142857143,7,0.3,2.5,-4,0.2,1.5,0.55,-0.08,3,1,3.384954,0.411428571428571,0.342857142857143,1.2,0.0977554464460633,-0.00967516840701528,28.5120052134351,0.100940653948956,0.0602128950369887,0.160030305849938,0.00331291944253715,0.140364583333333,0.0297067901234568,0.180756410934744,-0.76877,-11.04652,0.18076,0.00902,0.0078897,NaN,0.088354,-2.74208854676847,3.459525,-0.006139,-0.154391,-0.076903,0.054589,4.125388,-1.683673,-0.15124,0.16417,-0.325743,0.095075,0.001208,-0.065774,0.974599228532358,-0.0283666812388323,0.147518515911765,9999,-2.04551728587619,0,9999,-0.288018472977659,6.55290808994203,9999,-555.650248796479,0,9999,0.00246994191383789,0,280.632988442593,0,1,0,0,0,0,0,1,0,0,0,4,4
7901,1,pitch_unstable_aft_or_weak_tail,,1.2,3.5,0.342857142857143,7,0.3,2.5,-4,0.2,1.5,0.7,-0.26,3,1,3.541614,0.411428571428571,0.342857142857143,1.2,0.0279713642377948,-0.00924719633477844,8.15831456935683,0.100954670034322,0.166439994335768,0.266243389063351,0.00612374075021635,0.178645833333333,0.0378086419753087,0.189122048794827,-0.99639,-5.27616,0.18912,0.00657,0.0058291,NaN,0.091485,18.5248104306432,3.465323,0.093802,-0.155591,-0.077865,0.069184,4.060645,-2.274667,-0.152639,0.192749,-0.326283,0.095643,0.003268,-0.097095,1.14256336832977,0.38217971388607,0,1.81366816546044,-4.48817481910721,0.908802580408384,9999,-0.438379900565845,6.71556988825069,9999,-537.966236586552,0,9999,-0.0140782056329294,0,9999,1,0,0,0,0,0,0,0,0,0,0,3,3
7902,1,pitch_unstable_aft_or_weak_tail,,1.2,3.5,0.342857142857143,7,0.3,2.5,-4,0.2,1.5,0.7,-0.2,3,1,3.518994,0.411428571428571,0.342857142857143,1.2,0.0543921897762224,-0.00930663706729821,15.8643886847315,0.100952723350332,0.133213380626349,0.233018722037922,0.00529027278659985,0.178645833333333,0.0378086419753087,0.187914141681364,-1.01609,-5.28148,0.18791,0.00654,0.0057976,NaN,0.091459,10.8111529819351,3.465366,0.094057,-0.155587,-0.077889,0.069186,4.06096,-2.274583,-0.152703,0.19263,-0.326315,0.095409,0.003344,-0.09706,1.14527254192451,0.38079053719497,0,1.82028467846365,-4.51054494119244,0.944110503920608,9999,-0.438537098061709,6.71484753357088,9999,-538.199079739522,0,9999,-0.0143125917948134,0,9999,1,0,0,0,0,0,0,0,0,0,0,3,3
7903,1,pitch_unstable_aft_or_weak_tail,,1.2,3.5,0.342857142857143,7,0.3,2.5,-4,0.2,1.5,0.7,-0.14,3,1,3.496374,0.411428571428571,0.342857142857143,1.2,0.0807667039496067,-0.00936684691054218,23.5569553186353,0.100950751477965,0.105392056548655,0.205199369832594,0.00445528812577819,0.178645833333333,0.0378086419753087,0.186706234567901,-1.03579,-5.2868,0.18671,0.0065,0.0057664,NaN,0.091434,3.11129468136472,3.465408,0.094312,-0.155583,-0.077913,0.069188,4.061275,-2.274499,-0.152766,0.192512,-0.326346,0.095176,0.00342,-0.097026,1.14799455750613,0.379402809637773,0,1.82694266608546,-4.53316286745241,0.978294361973361,9999,-0.438715905591097,6.71410068006626,9999,-538.383031889515,0,9999,-0.0145471788226209,0,9999,1,1,0,0,0,0,0,0,0,0,0,5,5
7904,1,pitch_unstable_aft_or_weak_tail,,1.2,3.5,0.342857142857143,7,0.3,2.5,-4,0.2,1.5,0.7,-0.08,3,1,3.473754,0.411428571428571,0.342857142857143,1.2,0.107094002062557,-0.00942784088913608,31.2357506015792,0.100948753925167,0.0829742375385474,0.182783548375286,0.00361875713897732,0.178645833333333,0.0378086419753087,0.185498327454439,-1.05549,-5.29214,0.1855,0.00647,0.0057354,NaN,0.091409,-4.57479226824586,3.465449,0.094567,-0.155579,-0.077937,0.06919,4.061588,-2.274415,-0.152829,0.192393,-0.326377,0.094942,0.003496,-0.096992,1.15074180995096,0.377999465616409,0,1.8337252922557,-4.55604178791998,1.01145007619586,9999,-0.438910470683261,6.71332645408722,9999,-538.51798673517,0,9999,-0.014782829706601,0,9999,1,1,0,0,0,0,0,0,0,0,0,5,5
7905,1,pitch_unstable_aft_or_weak_tail,,1.2,3.5,0.342857142857143,7,0.3,2.5,-4,0.2,1.5,0.85,-0.26,3,1,3.630414,0.411428571428571,0.342857142857143,1.2,0.0385444480312995,-0.00902100972506166,11.2421306757957,0.10096207764579,0.202331064877722,0.302127051993837,0.00647000924445363,0.216927083333333,0.0459104938271605,0.193863965314521,-1.14071,-1.39468,0.19386,0.00539,0.0048412,NaN,0.094786,16.403785990871,3.469311,0.192245,-0.156376,-0.078542,0.083814,4.004916,-3.061032,-0.153877,0.221605,-0.326649,0.096925,0.005582,-0.135449,1.30955994080977,0.465122382105697,0,1.49024688388879,-4.56129569079521,2.06109105560182,9999,-0.572313252631132,6.73417660621197,9999,-519.601656847256,0,9999,-0.0311311436758519,0,9999,1,0,0,0,0,0,0,0,0,0,0,3,3
7906,1,pitch_unstable_aft_or_weak_tail,,1.2,3.5,0.342857142857143,7,0.3,2.5,-4,0.2,1.5,0.85,-0.2,3,1,3.607794,0.411428571428571,0.342857142857143,1.2,0.06485149042346,-0.0090775692847208,18.9150180401758,0.100960225320211,0.16715629590067,0.266954135342364,0.00563281488279689,0.216927083333333,0.0459104938271605,0.192656058201058,-1.1602,-1.40374,0.19266,0.00535,0.0048074,NaN,0.094762,8.72389862649084,3.469356,0.192497,-0.156371,-0.078571,0.083815,4.005232,-3.060943,-0.153949,0.221485,-0.326681,0.096706,0.00567,-0.135412,1.31263585705898,0.462890100789012,0,1.49743357954394,-4.58313883661626,2.10016097381689,9999,-0.572445056665957,6.73355325361865,9999,-519.972435658043,0,9999,-0.0313734826760279,0,9999,1,0,0,0,0,0,0,0,0,0,0,3,3
7907,1,pitch_unstable_aft_or_weak_tail,,1.2,3.5,0.342857142857143,7,0.3,2.5,-4,0.2,1.5,0.85,-0.14,3,1,3.585174,0.411428571428571,0.342857142857143,1.2,0.0911119327336778,-0.00913484254878564,26.5743137139894,0.100958349620813,0.137436547563049,0.237236262704141,0.00479409436845652,0.216927083333333,0.0459104938271605,0.191448151087595,-1.1797,-1.41281,0.19145,0.00532,0.0047738,NaN,0.094737,1.05731128601064,3.4694,0.192749,-0.156367,-0.078599,0.083816,4.005547,-3.060854,-0.154021,0.221365,-0.326712,0.096488,0.005758,-0.135375,1.31569509285314,0.460648977127453,0,1.50471880971563,-4.60519919090751,2.13883227069246,9999,-0.572594956337886,6.73290454524188,9999,-520.304349799403,0,9999,-0.0316132398042835,0,9999,1,1,0,0,0,0,0,0,0,0,0,5,5
7908,1,pitch_unstable_aft_or_weak_tail,,1.2,3.5,0.342857142857143,7,0.3,2.5,-4,0.2,1.5,0.85,-0.08,3,1,3.562554,0.411428571428571,0.342857142857143,1.2,0.117324887317426,-0.00919284311199213,34.2197588009159,0.100956450102368,0.113169921321391,0.212971535980928,0.00395381863107427,0.216927083333333,0.0459104938271605,0.190240243974133,-1.19919,-1.42189,0.19024,0.00528,0.0047406,NaN,0.094712,-6.59542546758256,3.469442,0.193001,-0.156362,-0.078628,0.083817,4.005861,-3.060764,-0.154093,0.221245,-0.326744,0.096269,0.005845,-0.135338,1.31879839610033,0.458409069724512,0,1.51207126197678,-4.62747667331816,2.17712984982457,9999,-0.572753837376716,6.73224104919903,9999,-520.599245921186,0,9999,-0.0318555297617632,0,9999,1,1,0,0,0,0,0,0,0,0,0,5,5
7909,1,spiral_unstable,,1.2,3.5,0.342857142857143,7,0.3,2.5,-4,0.24,1.5,0.55,-0.26,3,1,3.4685836,0.411428571428571,0.342857142857143,1.2,0.0213776337442883,-0.00944189438017293,6.23514317541742,0.100948293673335,0.146201024152099,0.245882535827336,0.00590779607655401,0.140364583333333,0.0427777777777778,0.18522222829708,-0.6983,-10.98185,0.18522,0.00912,0.0079704,NaN,0.088447,19.5618984912492,3.459417,-0.000941,-0.210251,-0.085809,0.080487,4.111988,-1.676658,-0.166658,0.229281,-0.328176,0.106055,0.008109,-0.096424,0.969306434909275,-0.034271255877686,0.0479428806350416,9999,-2.09949239752572,0,9999,-0.528371100240118,7.76172603906308,9999,-557.538176969414,0,9999,0.00344780913148767,0,201.039893487626,0,0,0,0,0,0,0,1,0,0,0,2,2
