design_id,status_ok,scenario_tag,error_msg,wing_span,wing_AR,wing_chord,dihedral,htail_span,htail_AR,htail_incidence,vtail_height,vtail_AR,tail_arm,nose_x,n_ducks,n_pucks,mass_kg,Sref,Cref,Bref,CG_x_m,CG_z_m,CG_pct,Ixx,Iyy,Izz,Ixz,Vht,Vvt,CL_cruise,alpha_deg,elevator_deg,CL,CDtot,CDi,span_eff_e,Xnp_m,SM_pct,CLa,Cma,CYb,Clb,Cnb,CLq,Cmq,CYp,CYr,Clp,Clr,Cnp,Cnr,spiral_ratio,ph_sigma,ph_omega,ph_t2,sp_sigma,sp_omega,sp_t2,dr_sigma,dr_omega,dr_t2,roll_sigma,roll_omega,roll_t2,spiral_sigma,spiral_omega,spiral_t2,flag_pitch_unstable,flag_low_SM,flag_high_SM,flag_high_trim,flag_directional_unstable,flag_weak_directional,flag_bad_dihedral_effect,flag_spiral_unstable,flag_dutch_unstable,flag_high_drag,flag_slow_or_heavy,badness_score,fixability_score
14664,1,pitch_unstable_aft_or_weak_tail,,1.2,4.5,0.266666666666667,4,0.3,2.5,-2,0.16,1.5,0.85,-0.08,3,1,3.35714493333333,0.32,0.266666666666667,1.2,0.0990941143493609,-0.00975531311586309,37.1602928810104,0.0786989434954555,0.0977720066490341,0.175423489606912,0.00345199891160824,0.35859375,0.0377777777777778,0.230491810111699,-1.0842,1.38551,0.23049,0.00452,0.0041918,NaN,0.087856,-4.21429288101035,3.916296,0.271429,-0.117519,-0.053019,0.069023,4.630965,-6.138761,-0.104531,0.169635,-0.380109,0.086556,-0.001084,-0.105284,0.934335605112041,0.525343300454553,0,1.3194175693498,-2.17330684647668,0,9999,-0.399580310108318,5.4936346028666,9999,-468.682975548435,0,9999,0.00503551771849866,0,137.651621801185,1,1,0,0,0,0,0,1,0,0,0,7,6.25
14665,1,pitch_unstable_aft_or_weak_tail,,1.2,4.5,0.266666666666667,4,0.3,2.5,-2,0.2,1.5,0.55,-0.26,3,1,3.26030733333333,0.32,0.266666666666667,1.2,-0.00208467245385113,-0.0100450652811667,-0.781752170194173,0.0786894541120418,0.125040727451885,0.202631166673177,0.00523464364380304,0.23203125,0.0381944444444444,0.223843222054254,-0.77779,-4.83423,0.22384,0.00612,0.0054238,NaN,0.078202,30.1075021701942,3.910613,0.039017,-0.175919,-0.060044,0.071228,4.698761,-2.941054,-0.116989,0.18591,-0.381489,0.095264,0.001667,-0.078532,0.694923040572432,0.276570786800219,0,2.50621979486446,-1.72947782620404,0,9999,-0.412000518225958,6.57637043337625,9999,-498.671796905988,0,9999,0.0262160383347224,0,26.4398141210333,1,0,1,0,0,0,0,1,0,0,0,6,5.25
14666,1,pitch_unstable_aft_or_weak_tail,,1.2,4.5,0.266666666666667,4,0.3,2.5,-2,0.2,1.5,0.55,-0.2,3,1,3.23768733333333,0.32,0.266666666666667,1.2,0.0260973708737094,-0.0101152448115744,9.78651407764102,0.078687155732421,0.096407776573107,0.174000514174019,0.00445885556278065,0.23203125,0.0381944444444444,0.222290198622659,-0.80043,-4.83618,0.22229,0.00608,0.0053838,NaN,0.078178,19.530235922359,3.910722,0.039362,-0.175913,-0.060073,0.071227,4.699206,-2.940936,-0.11706,0.185813,-0.381525,0.094945,0.001763,-0.078495,0.697275752512735,0.276670620722282,0,2.50531544965057,-1.73802236933175,0,9999,-0.412304447582749,6.57531962687852,9999,-498.212814108467,0,9999,0.0259289016395981,0,26.7326086617331,1,0,0,0,0,0,0,1,0,0,0,5,5
14667,1,pitch_unstable_aft_or_weak_tail,,1.2,4.5,0.266666666666667,4,0.3,2.5,-2,0.2,1.5,0.55,-0.14,3,1,3.21506733333333,0.32,0.266666666666667,1.2,0.0542538332876111,-0.0101864118553453,20.3451874828542,0.0786848250117374,0.072858096519907,0.150453164841503,0.00368222970683593,0.23203125,0.0381944444444444,0.220737175191064,-0.82306,-4.83815,0.22074,0.00603,0.0053442,NaN,0.078155,8.96293751714582,3.910829,0.039708,-0.175908,-0.060101,0.071225,4.699649,-2.940817,-0.117131,0.185715,-0.38156,0.094627,0.001859,-0.078458,0.699634797538356,0.276750848342554,0,2.50458918088659,-1.74667115659801,0,9999,-0.412632260355034,6.57419079239622,9999,-497.683611132968,0,9999,0.0256428481174185,0,27.0308187837024,1,0,0,0,0,0,0,1,0,0,0,5,5
14668,1,pitch_unstable_aft_or_weak_tail,,1.2,4.5,0.266666666666667,4,0.3,2.5,-2,0.2,1.5,0.55,-0.08,3,1,3.19244733333333,0.32,0.266666666666667,1.2,0.0823841710292202,-0.0102585874034779,30.8940641359576,0.0786824612625361,0.0543912252973031,0.1319886573681,0.00290474826787363,0.23203125,0.0381944444444444,0.219184151759469,-0.84569,-4.84013,0.21918,0.00599,0.005305,NaN,0.078131,-1.59493913595756,3.910935,0.040053,-0.175902,-0.06013,0.071224,4.700091,-2.940698,-0.117202,0.185618,-0.381596,0.094309,0.001954,-0.07842,0.702002310588004,0.276799671770204,0,2.50414740786032,-1.75543146575865,0,9999,-0.412970580854096,6.57308016678928,9999,-497.084718227319,0,9999,0.0253572491550305,0,27.3352671783184,1,1,0,0,0,0,0,1,0,0,0,7,6.25
14669,1,pitch_unstable_aft_or_weak_tail,,1.2,4.5,0.266666666666667,4,0.3,2.5,-2,0.2,1.5,0.7,-0.26,3,1,3.34910733333333,0.32,0.266666666666667,1.2,0.00799404869609369,-0.00977872511700133,2.99776826103513,0.0786981767524182,0.153241123812614,0.230822840393529,0.00556472176146373,0.2953125,0.0486111111111111,0.229939971865289,-0.93927,-1.06098,0.22994,0.00506,0.0046045,NaN,0.082993,28.1246067389649,3.913597,0.159809,-0.176857,-0.060997,0.09037,4.651079,-4.336456,-0.118341,0.223905,-0.381945,0.097448,0.005175,-0.118833,0.823091893707702,0.472454830797398,0,1.46711841085436,-1.85545727666597,0,9999,-0.561075470395632,6.7468822947515,9999,-484.646807647401,0,9999,0.015666910415723,0,44.2427487084063,1,0,1,0,0,0,0,1,0,0,0,6,5.25
14670,1,pitch_unstable_aft_or_weak_tail,,1.2,4.5,0.266666666666667,4,0.3,2.5,-2,0.2,1.5,0.7,-0.2,3,1,3.32648733333333,0.32,0.266666666666667,1.2,0.0360023096769479,-0.00984522011306822,13.5008661288554,0.078695999041297,0.122763773732144,0.20034766802418,0.00478324230858671,0.2953125,0.0486111111111111,0.228386948433694,-0.96164,-1.06732,0.22839,0.00501,0.0045614,NaN,0.08297,17.6128838711446,3.913709,0.16015,-0.17685,-0.061032,0.090367,4.651528,-4.336344,-0.118426,0.223806,-0.381982,0.097148,0.005285,-0.118792,0.825849798493681,0.470352194671545,0,1.47367693488489,-1.89491827541654,0,9999,-0.561321962459272,6.74592237401966,9999,-484.445152207575,0,9999,0.0153762250028589,0,45.0791517704164,1,0,0,0,0,0,0,1,0,0,0,5,5
14671,1,pitch_unstable_aft_or_weak_tail,,1.2,4.5,0.266666666666667,4,0.3,2.5,-2,0.2,1.5,0.7,-0.14,3,1,3.30386733333333,0.32,0.266666666666667,1.2,0.0639832976882378,-0.00991262562802663,23.9937366330892,0.0786937915106821,0.0974226951260485,0.1750087969487,0.00400086966595645,0.2953125,0.0486111111111111,0.2268339250021,-0.98401,-1.07367,0.22683,0.00497,0.0045186,NaN,0.082947,7.11138836691081,3.913819,0.16049,-0.176844,-0.061067,0.090364,4.651977,-4.336232,-0.11851,0.223706,-0.382019,0.096848,0.005395,-0.118751,0.828624475712975,0.468234640314373,0,1.48034152299062,-1.93396295918379,0,9999,-0.561584399730013,6.74492985043916,9999,-484.186663824324,0,9999,0.0150855188990326,0,45.9478513930598,1,0,0,0,0,0,0,1,0,0,0,5,5
14672,1,pitch_unstable_aft_or_weak_tail,,1.2,4.5,0.266666666666667,4,0.3,2.5,-2,0.2,1.5,0.7,-0.08,3,1,3.28124733333333,0.32,0.266666666666667,1.2,0.0919364486933255,-0.00998096049246313,34.4761682599971,0.0786915535438718,0.0772173340758213,0.154805673865283,0.00321758536137308,0.2953125,0.0486111111111111,0.225280901570505,-1.00638,-1.08004,0.22528,0.00492,0.0044761,NaN,0.082924,-3.37966825999707,3.913927,0.160831,-0.176837,-0.061103,0.090361,4.652424,-4.336119,-0.118595,0.223607,-0.382056,0.096548,0.005505,-0.11871,0.831429688702438,0.46612147205101,0,1.48705267215,-1.97263260303118,0,9999,-0.561856780463294,6.74390597010068,9999,-483.869282708569,0,9999,0.014793589251273,0,46.8545644188614,1,1,0,0,0,0,0,1,0,0,0,7,6.25
14673,1,pitch_unstable_aft_or_weak_tail,,1.2,4.5,0.266666666666667,4,0.3,2.5,-2,0.2,1.5,0.85,-0.26,3,1,3.43790733333333,0.32,0.266666666666667,1.2,0.0189592158227004,-0.00952614390808672,7.10970593351265,0.0787064487870102,0.189666016695607,0.26723946124193,0.00592383098486011,0.35859375,0.0590277777777778,0.236036721676325,-1.00723,1.4588,0.23604,0.00468,0.00435,NaN,0.087935,25.8659190664873,3.915913,0.278521,-0.177496,-0.061641,0.109547,4.612811,-6.130497,-0.119433,0.262238,-0.382224,0.100802,0.008699,-0.16815,0.938635357483092,0.544513180583153,0,1.27296676237958,-1.87657079265453,0,9999,-0.69150416903962,6.76757220423374,9999,-469.739214975569,0,9999,0.00564203666311593,0,122.854072376258,1,0,1,0,0,0,0,1,0,0,0,6,5.25
14674,1,pitch_unstable_aft_or_weak_tail,,1.2,4.5,0.266666666666667,4,0.3,2.5,-2,0.2,1.5,0.85,-0.2,3,1,3.41528733333333,0.32,0.266666666666667,1.2,0.0468086024712546,-0.00958923709884049,17.5532259267205,0.078704382485013,0.157101352786892,0.234676863635213,0.00513714839760025,0.35859375,0.0590277777777778,0.23448369824473,-1.02943,1.44962,0.23448,0.00463,0.0043037,NaN,0.087913,15.4141490732795,3.916029,0.278858,-0.177489,-0.061684,0.109543,4.613267,-6.130384,-0.119531,0.262136,-0.382264,0.100523,0.008827,-0.168103,0.94166823507687,0.54152478634756,0,1.2799916052505,-1.94136519110424,0,9999,-0.691698206470203,6.76675910305021,9999,-469.742543273104,0,9999,0.00534863669078138,0,129.593244154088,1,0,0,0,0,0,0,1,0,0,0,5,5
14675,1,pitch_unstable_aft_or_weak_tail,,1.2,4.5,0.266666666666667,4,0.3,2.5,-2,0.2,1.5,0.85,-0.14,3,1,3.39266733333333,0.32,0.266666666666667,1.2,0.0746293114634221,-0.00965317161462535,27.9859917987833,0.078702288629621,0.129725752903159,0.207303357606871,0.00434952661709374,0.35859375,0.0590277777777778,0.232930674813135,-1.05163,1.44043,0.23293,0.00459,0.0042577,NaN,0.08789,4.9727582012167,3.916144,0.279195,-0.177482,-0.061726,0.109539,4.613722,-6.130271,-0.11963,0.262035,-0.382303,0.100244,0.008955,-0.168057,0.944707974738664,0.538550262477098,0,1.28706126215921,-2.00400780451142,0,9999,-0.691911854134544,6.76591263716137,9999,-469.698638198346,0,9999,0.00505613445406919,0,137.090337857234,1,1,0,0,0,0,0,1,0,0,0,7,6.25
14676,1,pitch_unstable_aft_or_weak_tail,,1.2,4.5,0.266666666666667,4,0.3,2.5,-2,0.2,1.5,0.85,-0.08,3,1,3.37004733333333,0.32,0.266666666666667,1.2,0.102420765339729,-0.00971796439654359,38.4077870023982,0.0787001666660132,0.107538571856395,0.185118298523715,0.00356094673154277,0.35859375,0.0590277777777778,0.23137765138154,-1.07383,1.43123,0.23138,0.00454,0.0042121,NaN,0.087868,-5.45728700239819,3.916257,0.279532,-0.177474,-0.061768,0.109534,4.614176,-6.130156,-0.119728,0.261933,-0.382342,0.099965,0.009083,-0.168011,0.947773012573317,0.535580464798914,0,1.29419802647244,-2.06514292796618,0,9999,-0.692136292335123,6.76500470415934,9999,-469.60695387273,0,9999,0.00476283422147012,0,145.532501936629,1,1,0,0,0,0,0,1,0,0,0,7,6.25
14677,1,pitch_unstable_aft_or_weak_tail,,1.2,4.5,0.266666666666667,4,0.3,2.5,-2,0.24,1.5,0.55,-0.26,3,1,3.27607693333333,0.32,0.266666666666667,1.2,0.00122717416580546,-0.00999671273491054,0.460190312177046,0.0786910376579317,0.132582714677569,0.210043310939637,0.0053431066205968,0.23203125,0.055,0.224925916939615,-0.76582,-4.76878,0.22493,0.00613,0.0054322,NaN,0.078216,28.870809687823,3.910588,0.047723,-0.248889,-0.071854,0.104332,4.680648,-2.930541,-0.137772,0.268685,-0.384891,0.108493,0.010958,-0.116741,0.741062961720963,0.306953437330187,0,2.25815089933114,-1.67359245813268,0,9999,-0.653864677719048,7.82564130733141,9999,-501.101166526306,0,9999,0.0257892725445377,0,26.8773451970346,1,0,1,0,0,0,0,1,0,0,0,6,5.25
14678,1,pitch_unstable_aft_or_weak_tail,,1.2,4.5,0.266666666666667,4,0.3,2.5,-2,0.24,1.5,0.55,-0.2,3,1,3.25345693333333,0.32,0.266666666666667,1.2,0.0292956442734054,-0.0100662159269605,10.985866602527,0.0786887614283921,0.10335342153657,0.180816294028178,0.0045635990166207,0.23203125,0.055,0.22337289350802,-0.78843,-4.77116,0.22337,0.00608,0.0053921,NaN,0.078192,18.336133397473,3.910698,0.048068,-0.248881,-0.071895,0.104325,4.681093,-2.930424,-0.137875,0.268577,-0.384936,0.108188,0.011067,-0.116694,0.743326693579196,0.306746297096262,0,2.25967578784635,-1.68440828037758,0,9999,-0.654414901687501,7.82420688784305,9999,-500.697065273783,0,9999,0.025493394060553,0,27.1892859347622,1,0,0,0,0,0,0,1,0,0,0,5,5
14679,1,pitch_unstable_aft_or_weak_tail,,1.2,4.5,0.266666666666667,4,0.3,2.5,-2,0.24,1.5,0.55,-0.14,3,1,3.23083693333333,0.32,0.266666666666667,1.2,0.0573370680106267,-0.0101366923418852,21.501400503985,0.0786864533258033,0.0792328710311402,0.156698051625337,0.00378320564401469,0.23203125,0.055,0.221819870076426,-0.81104,-4.77356,0.22182,0.00604,0.0053523,NaN,0.078169,7.811974496015,3.910806,0.048413,-0.248873,-0.071937,0.104318,4.681537,-2.930307,-0.137978,0.268469,-0.384981,0.107884,0.011176,-0.116647,0.74560635979622,0.306523670480281,0,2.26131697912229,-1.69531293896955,0,9999,-0.654983576213949,7.82273505486277,9999,-500.225513183053,0,9999,0.0251973824650649,0,27.508697838792,1,0,0,0,0,0,0,1,0,0,0,5,5
14680,1,pitch_unstable_aft_or_weak_tail,,1.2,4.5,0.266666666666667,4,0.3,2.5,-2,0.24,1.5,0.55,-0.08,3,1,3.20821693333333,0.32,0.266666666666667,1.2,0.0853508732943676,-0.010208162565233,32.0065774853878,0.0786841126759886,0.0602205418116466,0.137688063055658,0.0030019077670572,0.23203125,0.055,0.220266846644831,-0.83365,-4.77597,0.22027,0.006,0.0053129,NaN,0.078145,-2.70220248538784,3.910912,0.048759,-0.248865,-0.071978,0.10431,4.68198,-2.930189,-0.138081,0.268361,-0.385025,0.10758,0.011285,-0.116599,0.747888948042296,0.306283330203721,0,2.26309143269046,-1.70630833668594,0,9999,-0.655573325684943,7.82118424440734,9999,-499.682958042651,0,9999,0.0249023745384365,0,27.8345817781386,1,1,0,0,0,0,0,1,0,0,0,7,6.25
14681,1,pitch_unstable_aft_or_weak_tail,,1.2,4.5,0.266666666666667,4,0.3,2.5,-2,0.24,1.5,0.7,-0.26,3,1,3.36487693333333,0.32,0.266666666666667,1.2,0.011874240208303,-0.00973289681877221,4.45284007811361,0.0786996776291852,0.16411329069826,0.241565246989074,0.00569179803348859,0.2953125,0.07,0.231022666750651,-0.92669,-1.00404,0.23102,0.00508,0.0046242,NaN,0.083007,26.6747849218864,3.913555,0.16851,-0.250059,-0.073209,0.131893,4.632964,-4.326621,-0.139707,0.323666,-0.385553,0.113924,0.017158,-0.176079,0.857896835542068,0.487290789248049,0,1.42245081551728,-1.7457332467003,0,9999,-0.864798008526061,8.01161938376813,9999,-486.84719669407,0,9999,0.014950391013824,0,46.3631472861827,1,0,1,0,0,0,0,1,0,0,0,6,5.25
14682,1,pitch_unstable_aft_or_weak_tail,,1.2,4.5,0.266666666666667,4,0.3,2.5,-2,0.24,1.5,0.7,-0.2,3,1,3.34225693333333,0.32,0.266666666666667,1.2,0.0397766119210916,-0.00979876791439174,14.9162294704094,0.0786975203508037,0.132920009008598,0.210374122577795,0.00490685070708242,0.2953125,0.07,0.229469643319056,-0.94905,-1.01072,0.22947,0.00503,0.0045808,NaN,0.082985,16.2031455295906,3.913668,0.16885,-0.250049,-0.07326,0.131884,4.633414,-4.32651,-0.13983,0.323555,-0.385601,0.113645,0.017288,-0.176025,0.860396873645191,0.485043308340675,0,1.42904183737982,-1.78999406540921,0,9999,-0.865246339583816,8.0103219437245,9999,-486.694516377993,0,9999,0.0146520982200996,0,47.3070252565664,1,0,0,0,0,0,0,1,0,0,0,5,5
14683,1,pitch_unstable_aft_or_weak_tail,,1.2,4.5,0.266666666666667,4,0.3,2.5,-2,0.24,1.5,0.7,-0.14,3,1,3.31963693333333,0.32,0.266666666666667,1.2,0.0676503971632453,-0.00986553670106173,25.368898936217,0.0786953336730402,0.106888325412758,0.184344625659718,0.00412096717376295,0.2953125,0.07,0.227916619887461,-0.9714,-1.01742,0.22792,0.00499,0.0045378,NaN,0.082962,5.741851063783,3.913779,0.16919,-0.25004,-0.073311,0.131875,4.633863,-4.326399,-0.139953,0.323444,-0.38565,0.113366,0.017419,-0.175971,0.862908902683445,0.482791480728585,0,1.43570714941761,-1.83324999974153,0,9999,-0.865712718952832,8.00897921687607,9999,-486.487546216122,0,9999,0.0143537874938172,0,48.2901938501258,1,0,0,0,0,0,0,1,0,0,0,5,5
14684,1,pitch_unstable_aft_or_weak_tail,,1.2,4.5,0.266666666666667,4,0.3,2.5,-2,0.24,1.5,0.7,-0.08,3,1,3.29701693333333,0.32,0.266666666666667,1.2,0.0954950075611111,-0.00993322165527651,35.8106278354166,0.0786931169907897,0.0860176256875282,0.163476142616738,0.00333412816429305,0.2953125,0.07,0.226363596455866,-0.99374,-1.02413,0.22636,0.00494,0.0044951,NaN,0.082939,-4.70850283541665,3.913888,0.16953,-0.250031,-0.073363,0.131866,4.634312,-4.326288,-0.140076,0.323333,-0.385698,0.113087,0.017549,-0.175917,0.865444808089539,0.480526994561218,0,1.44247292744267,-1.87573249760474,0,9999,-0.866193586150006,8.00760197774588,9999,-486.221830073976,0,9999,0.0140542561236423,0,49.3193787321068,1,1,0,0,0,0,0,1,0,0,0,7,6.25
14685,1,pitch_unstable_aft_or_weak_tail,,1.2,4.5,0.266666666666667,4,0.3,2.5,-2,0.24,1.5,0.85,-0.26,3,1,3.45367693333333,0.32,0.266666666666667,1.2,0.023374478428665,-0.00948264722849777,8.76542941074937,0.0787078733032667,0.204456857318872,0.281900617935605,0.00606843083520544,0.35859375,0.085,0.237119416561686,-0.9943,1.51003,0.23712,0.00471,0.0043766,NaN,0.08795,24.2158205892506,3.915859,0.28722,-0.250862,-0.074129,0.159518,4.59469,-6.121312,-0.141268,0.379022,-0.385987,0.120516,0.023435,-0.248351,0.957634205029691,0.556232095467261,0,1.24614740179218,-1.71948233813356,0,9999,-1.04774357581027,8.02171017621088,9999,-471.84127811219,0,9999,0.00472932094232223,0,146.563785586434,1,0,0,0,0,0,0,1,0,0,0,5,5
14686,1,pitch_unstable_aft_or_weak_tail,,1.2,4.5,0.266666666666667,4,0.3,2.5,-2,0.24,1.5,0.85,-0.2,3,1,3.43105693333333,0.32,0.266666666666667,1.2,0.0511249741365735,-0.00954516367298598,19.1718653012151,0.0787058258897097,0.171058502128931,0.248504310159222,0.00527850956963945,0.35859375,0.085,0.235566393130092,-1.01648,1.50056,0.23557,0.00466,0.00433,NaN,0.087928,13.801134698785,3.915976,0.287557,-0.250852,-0.074191,0.159508,4.595147,-6.121201,-0.141411,0.378908,-0.38604,0.120266,0.023592,-0.248289,0.960247903855167,0.55313352779032,0,1.25312812500981,-1.7964140231314,0,9999,-1.04811412265156,8.02058573186518,9999,-471.88790475041,0,9999,0.00442852996587477,0,156.518570699798,1,0,0,0,0,0,0,1,0,0,0,5,5
14687,1,pitch_unstable_aft_or_weak_tail,,1.2,4.5,0.266666666666667,4,0.3,2.5,-2,0.24,1.5,0.85,-0.14,3,1,3.40843693333333,0.32,0.266666666666667,1.2,0.0788456122950643,-0.00960850989487772,29.5671046106491,0.0787037513009428,0.142874425206143,0.2203223078252,0.00448761046933002,0.35859375,0.085,0.234013369698497,-1.03867,1.49109,0.23401,0.00461,0.0042838,NaN,0.087905,3.3972703893509,3.916092,0.287894,-0.250842,-0.074252,0.159497,4.595603,-6.121089,-0.141554,0.378794,-0.386093,0.120017,0.023749,-0.248227,0.962857214961585,0.550031449980733,0,1.26019554078994,-1.86768217099169,0,9999,-1.04850252454397,8.01939836686126,9999,-471.889649113,0,9999,0.00412944572029823,0,167.85477458943,1,1,0,0,0,0,0,1,0,0,0,7,6.25
14688,1,pitch_unstable_aft_or_weak_tail,,1.2,4.5,0.266666666666667,4,0.3,2.5,-2,0.24,1.5,0.85,-0.08,3,1,3.38581693333333,0.32,0.266666666666667,1.2,0.106535794486283,-0.0096727025249288,39.9509229323562,0.0787016489923086,0.119903920812184,0.197353905739875,0.00369571393609244,0.35859375,0.085,0.232460346266902,-1.06085,1.4816,0.23246,0.00456,0.0042379,NaN,0.087883,-6.99479793235623,3.916206,0.28823,-0.250832,-0.074313,0.159486,4.596058,-6.120976,-0.141697,0.37868,-0.386145,0.119767,0.023906,-0.248164,0.965481235788012,0.546943689707163,0,1.26730995092212,-1.93525656890947,0,9999,-1.04889984912766,8.01817229151022,9999,-471.84363461366,0,9999,0.00382988549950084,0,180.983786760801,1,1,0,0,0,0,0,1,0,0,0,7,6.25
14689,1,pitch_unstable_aft_or_weak_tail,,1.2,4.5,0.266666666666667,4,0.3,2.5,0,0.12,1.5,0.55,-0.26,3,1,3.23736973333333,0.32,0.266666666666667,1.2,-0.00677689409285745,-0.0101162371609248,-2.54133528482154,0.0786871232329797,0.114814847921061,0.192511601808081,0.00508097338512558,0.23203125,0.01375,0.222268393130092,-0.80749,-7.74033,0.22227,0.00605,0.0053751,NaN,0.078265,31.8907102848215,3.911481,0.021548,-0.070403,-0.046853,0.024167,4.735469,-2.966909,-0.093874,0.073979,-0.378574,0.081139,-0.008454,-0.028074,0.670794211963792,0.202706905336867,0,3.4194551952142,-1.82128333473621,0,9999,-0.0599118973806559,4.08747642597073,9999,-497.390649490914,0,9999,0.0216513755745333,0,32.0140019821759,1,0,1,0,0,0,0,1,0,0,0,6,5.25
14690,1,pitch_unstable_aft_or_weak_tail,,1.2,4.5,0.266666666666667,4,0.3,2.5,0,0.12,1.5,0.55,-0.2,3,1,3.21474973333333,0.32,0.266666666666667,1.2,0.0215732153139856,-0.0101874182181025,8.0899557427446,0.0786847920533572,0.087025320307441,0.164724405374084,0.0043106894681997,0.23203125,0.01375,0.220715369698497,-0.83018,-7.74141,0.22071,0.006,0.0053351,NaN,0.078241,21.2504192572554,3.911589,0.021894,-0.070401,-0.046863,0.024172,4.735913,-2.966789,-0.093902,0.073894,-0.378601,0.080801,-0.008377,-0.028048,0.672980785347571,0.203653716524683,0,3.40355772724597,-1.82565067997233,0,9999,-0.0598496289270127,4.08693944835614,9999,-496.853189789759,0,9999,0.0214236031394267,0,32.3543698998195,1,0,0,0,0,0,0,1,0,0,0,5,5
14691,1,pitch_unstable_aft_or_weak_tail,,1.2,4.5,0.266666666666667,4,0.3,2.5,0,0.12,1.5,0.55,-0.14,3,1,3.19212973333333,0.32,0.266666666666667,1.2,0.0498999418834537,-0.0102596080785856,18.7124782062951,0.0786824278354263,0.0642817271400077,0.141983176424581,0.00353963976334978,0.23203125,0.01375,0.219162346266902,-0.85286,-7.74251,0.21916,0.00596,0.0052955,NaN,0.078218,10.6192717937049,3.911695,0.02224,-0.070399,-0.046873,0.024178,4.736356,-2.966668,-0.09393,0.07381,-0.378627,0.080463,-0.008299,-0.028022,0.675157793317416,0.204570181327552,0,3.38830994850661,-1.83013324451025,0,9999,-0.0598000108060279,4.08644723147486,9999,-496.243127080654,0,9999,0.0211977843668248,0,32.6990391337664,1,0,0,0,0,0,0,1,0,0,0,5,5
14692,1,pitch_unstable_aft_or_weak_tail,,1.2,4.5,0.266666666666667,4,0.3,2.5,0,0.12,1.5,0.55,-0.08,3,1,3.16950973333333,0.32,0.266666666666667,1.2,0.0782027849831216,-0.0103328283411066,29.3260443686706,0.0786800298718288,0.0465836876786809,0.124287534926852,0.0027678078748639,0.23203125,0.01375,0.217609322835307,-0.87554,-7.74362,0.21761,0.00592,0.0052563,NaN,0.078194,-0.00329436867060884,3.9118,0.022586,-0.070396,-0.046883,0.024183,4.736798,-2.966547,-0.093957,0.073725,-0.378653,0.080125,-0.008222,-0.027996,0.677381233306645,0.20545329513464,0,3.37374574647588,-1.83473216408079,0,9999,-0.0597631541008824,4.08587325058864,9999,-495.559637884043,0,9999,0.020969756020885,0,33.0546135047827,1,1,0,0,0,0,0,1,0,0,0,7,6.25
14693,1,pitch_unstable_aft_or_weak_tail,,1.2,4.5,0.266666666666667,4,0.3,2.5,0,0.12,1.5,0.7,-0.26,3,1,3.32616973333333,0.32,0.266666666666667,1.2,0.00246218588778106,-0.00984616018593239,0.923319707917896,0.0786959682539107,0.138284850185179,0.215972759051268,0.0053835532544915,0.2953125,0.0175,0.228365142941127,-0.96637,-3.99185,0.22836,0.005,0.0045622,NaN,0.082991,30.1983052920821,3.913898,0.143288,-0.070799,-0.047178,0.031014,4.685473,-4.356967,-0.094364,0.087198,-0.378786,0.07954,-0.008058,-0.04179,0.799224020415707,0.444622106181207,0,1.55895798009974,-2.02543560134508,0,9999,-0.119264480025505,4.20321764479556,9999,-483.721945938378,0,9999,0.0131724726329475,0,52.6208859850821,1,0,1,0,0,0,0,1,0,0,0,6,5.25
14694,1,pitch_unstable_aft_or_weak_tail,,1.2,4.5,0.266666666666667,4,0.3,2.5,0,0.12,1.5,0.7,-0.2,3,1,3.30354973333333,0.32,0.266666666666667,1.2,0.0306270395014419,-0.00991357861803847,11.4851398130407,0.0786937603002592,0.108826509985514,0.186516626805255,0.00460720221033889,0.2953125,0.0175,0.226812119509532,-0.98877,-3.99753,0.22681,0.00495,0.0045192,NaN,0.082968,19.6278601869593,3.914009,0.143627,-0.070796,-0.04719,0.031019,4.685926,-4.356863,-0.094396,0.087113,-0.378811,0.079211,-0.007976,-0.041763,0.80209974204028,0.442786499595068,0,1.56542076416927,-2.05915884562986,0,9999,-0.119185103997805,4.20277521277853,9999,-483.451066326706,0,9999,0.0129328131527004,0,53.5960098066689,1,0,0,0,0,0,0,1,0,0,0,5,5
14695,1,pitch_unstable_aft_or_weak_tail,,1.2,4.5,0.266666666666667,4,0.3,2.5,0,0.12,1.5,0.7,-0.14,3,1,3.28092973333333,0.32,0.266666666666667,1.2,0.0587665886955431,-0.009981926667697,22.0374707608287,0.0786915219016329,0.084467348904694,0.162159704123061,0.0038300224464457,0.2953125,0.0175,0.225259096077937,-1.01118,-4.00322,0.22526,0.00491,0.0044766,NaN,0.082945,9.06690423917135,3.914119,0.143966,-0.070794,-0.047202,0.031024,4.686378,-4.356759,-0.094428,0.087028,-0.378836,0.078882,-0.007894,-0.041737,0.805018618464051,0.44094366396601,0,1.57196312636749,-2.09281888330565,0,9999,-0.119122060617533,4.20231409047493,9999,-483.121117543226,0,9999,0.0126917882197645,0,54.6138312866369,1,0,0,0,0,0,0,1,0,0,0,5,5
